community_id,tbrc_id,community_name,description
1374,NULL,St. Joseph's School,"<p>
	Popularly known as North Point, St. Joseph&rsquo;s is a Jesuit boys&rsquo; boarding school in Darjeeling in north India founded in 1888. Traditionally considered one of the best schools in the region, St. Joseph&rsquo;s counted among its alumni the Shah kings of Nepal and the Wangchuck kings of Bhutan as well as notable Tibetan aristocrats and intellectuals such as Jamyang Norbu. In the years 1947-1951, <a href=""/biographies/view/Lobsang-P.-Lhalungpa/TBRC_P1KG10060"">Lobsang P. Lhalungpa</a>, who was sent to India as the Cultural and Educational Representative of the Tibetan government, was based at St. Joseph&rsquo;s and taught Tibetan there. His duties included overseeing the education of Tibetan students at North Point with the intention of training them for service in the Tibetan government. St. Joseph&#39;s became affiliated with Calcutta University in 1926.</p>
"
1376,NULL,Chode (Denma),"<p>
	Chode was a royal temple in the Derge region of Denma. <a href=""/biographies/view/Zhuchen-Tsultrim-Rinchen/TBRC_p801"">Zhuchen Tsultrim Rinchen</a> rebuilt and expanded it in 1752. <a href=""/biographies/view/Kongtrul-Lodro-Gyatso/TBRC_p264"">Kongtrul Lodro Gyatso</a> spent time there as a young boy.</p>
"
1377,NULL,Ximing Temple,"<p>
	Ximing was a temple in Chang&#39;an (modern-day Xi&#39;an). It was founded by the third emperor of the Tang Dynasty, Gaozang 高宗, in 656, and served as a center for translation and international study. Xuanzang 玄奘 and Yijing 義淨 both translated there; the Japanese monk Kukai 空海 studied Sanskrit with an Indian paṇḍit named Praj&ntilde;a from Nalānda; The Korean monk Woncheuk was abbot there in the seventh century.</p>
"
1378,NULL,Daci'ensi,"<p>
	Daci&#39;ensi 大慈恩寺 was a monastery in Chang&#39;an (modern Xi&#39;an) that served as a major center of study during the Sui and Tang dynasties. It was founded in 589 as Wulousi 無漏寺 and rebuilt in 648 by the future emperor Gaozong 高宗. It was the base for the translation bureau established by Xuanzang 玄奘, who in 652 built a five-story pagoda to house the Sanskrit manuscripts and images he had brought from India, which is still extant.</p>
"
1379,NULL,Xiuduo Monastery,"<p>
	Xiuduo 修多寺 was a monastery in Dunhuang, populated in the eighth century by both Tibetan and Chinese monks. The Tibetan translator Go Chodrub appears to have been based there.</p>
"
1380,G3955,Kilung,"<p>
	Kilung Monastery in Sershul County was founded in the late 1780s by <a href=""/biographies/view/Jigme-Ngotsar-Gyatso/TBRC_P2881"">Jigme Ngotsar Gyatso</a>, on the instruction of his teacher <a href=""/biographies/view/Jigme-Lingpa/TBRC_P317"">Jigme Lingpa</a>,&nbsp;with the support of Derge queen <a href=""/biographies/view/Tsewang-Lhamo/TBRC_P10MS14671"">Tsewang Lhamo</a>.</p>
"
1386,G3046,Ney Monastery,"<p>
	Ney is a Geluk convent near Lhasa. It was established in the eleventh century as a Kadam monastery by <a href=""/biographies/view/Chennga-Tsultrim-Bar./TBRC_P3473"">Chennga Tsultrim Bar.</a></p>
"
1387,G3047,Wosel Monastery,"<p>
	Wosel is a Geluk Monastery in Taktse, near Lhasa. It was established in the eleventh century by <a href=""/biographies/view/Chennga-Tsultrim-Bar/TBRC_P3473"">Chennga Tsultrim Bar</a>.</p>
"
1388,G23,Tolung Tsendro,"<p>
	Tsendro is a small Kadam monastery in Tolung. It was established in the eleventh century by <a href=""/biographies/view/Tolungpa-Rinchen-Nyingpo/TBRC_P404"">Tolungpa Rinchen Nyingpo</a>.</p>
"
1390,G461,Zhok Gurmon,"<p>
	Zhok Gurmon is a Geluk monastery in Penpo near Lhasa that was founded in the late thirteenth century by <a href=""/biographies/view/Ga-Lotsawa-Namgyel-Dorje/TBRC_P1244"">Ga Lotsawa Namgyel Dorje</a>, a master of Vajrabhairava. It was initially a Kagyu monastery and was converted to the Geluk tradition in the seventeenth century. It was managed by the Tse Yigtsang, the Ecclesiastical Office of the <a href=""/geographies/view/Potala/TBRC_G222"">Potala</a>.&nbsp;</p>
"
1391,G1KR1605,Ngonga Choding,"<p>
	Ngonga Choding is a Geluk Monastery in the Shang region of northern Tsang. It was initially a Nyingma monastery, founded some time in the early sixteenth century, and converted soon after, in the mid seventeenth century.</p>
"
1392,G2572,Tashi Lhapuk,"<p>
	Tashi Lhapuk is a Geluk monastery in the Yushu region of Kham.</p>
"
1393,NULL,Chamdo Dolma Lhakhang,"<p>
	Chamdo Dolma Lhakhang is located in present day Lhorong county in Kham. According to Gyurme Dorje&#39;s Footprint, it was established in 1193 by a student of the <a href=""/biographies/view/First-Karmapa/TBRC_P1400"">First Karmapa</a>. Grushke notes that monastery foundations date to the eighteenth century. It was the seat of Akong Rinpoche, the close friend and collaborator of the <a href=""/biographies/view/Eleventh-Trungpa-Rinpoche/TBRC_P851"">Eleventh Trungpa Rinpoche</a>.&nbsp;</p>
"
1394,NULL,Dangkhar,"<p>
	Dangkhar Tashi Choling, previously known as Lagope Monastery, is a Gelukpa monastery in Dangkhar, the former capital of the Spiti Valley. A hermitage seems to have predated the enlargement and conversion of the complex into a Gelukpa monastery by the monk Sanggye Wozer, a native of Rangrik in Spiti, in 1617. Local archives attest that King Khri Namgyel Drakpa Zangpo De and the queen of Guge, together with the <a href=""/biographies/view/Fourth-Panchen-Lama-Lobzang-Chokyi-Gyeltsen/TBRC_P719"">Fourth Panchen Lama Lobzang Chokyi Gyeltsen</a>, laid down the economic basis of the new monastic community by granting ecclesiastical estates.</p>
<p>
	The monastic community of Lagope/Dangkhar Tashi Choling is traditionally comprised of four monastic congregations composed of monks from the villages of Lhalung, Upper Mane, Lower Mane, and Dangkhar. In 1655, a monk from Dangkhar named <a href=""/biographies/view/Pelden-Gyeltsen/TBRC_P5573"">Pelden Gyeltsen</a> was enthroned as the Fortieth Ganden Tripa.</p>
<p>
	Yannick Laurent</p>
"
1395,NULL,Samye Ling,"<p>
	Samye Ling is a Karma Kagyu temple and dharma center in&nbsp;Dumfries, Scotland. It was initially a Theravadin Buddhist center,&nbsp;Johnstone House Contemplative Community, built around an old hunting lodge a Canadian Theravadin monk named Leslie George Dawson (1931-2003). In 1970 it was taken over by <a href=""/biographies/view/Chogyam-Trungpa/TBRC_P851"">Chogyam Trungpa</a> and Akhon Rinpoche, who converted it to the Karma Kagyu tradition. It is currently administered as part of Akong Rinpoche&#39;s ROKPA Trust.</p>
"
1396,NULL,Kanchendzonga,"<p>
	Kanchendzonga, also known as Kanchenjunga, is the third highest mountain in the world, at 8,586 meters.&nbsp;It straddles the border between Sikkim and Nepal.</p>
"
1397,NULL,Borobudur,"<p>
	Borobudur is a massive temple complex in Bali, Indonesia. It was constructed in the ninth century and subsequently abandoned in the fourteenth.&nbsp;</p>
"
1398,NULL,Daktok,"<p>
	Daktok Chokhor Pemaling was founded in the eighteenth century around a Padmasambhava meditation cave by a former Ladakhi court official named Kunga Puntsok, who was ordained by&nbsp;<a href=""https://treasuryoflives.org/biographies/view/Katok-Rigdzin-Tsewang-Norbu/TBRC_P676"">Katok Rigdzin Tsewang Norbu</a>, The cave had been developed in the seventeenth century by <a href=""/biographies/view/Drubtob-Pema-Trinle/TBRC_13650"">Drubtob Pema Trinle</a>, who had come to Ladakh to spread the Northern Treasures tradition. It operates as a branch of <a href=""/geographies/view/Dorje-Drak-Monastery/TBRC_G11"">Dorje Drak Monastery</a> in Tibet, the main seat of the Jangter tradition, and is the only major Nyingma monastery in Ladakh.</p>
"
1399,G235,Gyama Rinchen Gang,"<p>
	Gyama Rinchen Gang is a Geluk monastery in Meldro Gunkar region of central Tibet. It was founded as a Kadam monastery in 1118 by <a href=""/biographies/view/Gyar-Gomchenpo-Zhonnu-Drakpa/TBRC_P3476"">Gyar Gomchenpo Zhonnu Drakpa</a> and later enlarged by his nephew <a href=""/biographies/view/Sanggye-Wonton/TBRC_P3485"">Sanggye Wonton</a>. It served as the seat of the Gyama myriarchy under the Yuan rule of Tibet.</p>
<p>
	&nbsp;</p>
"
1400,G3010,Riwo Dangchen,"<p>
	Riwo Dangchen is a Geluk monastery in Tsang.&nbsp;<a href=""/biographies/view/Khedrub-Gelek-Pelzang/TBRC_p55"">Khedrub Gelek Pelzang</a>&nbsp;founded it in 1412.</p>
"
1401,G227,Kamkam Monastery,"<p>
	Kamkam is a small monastery in the Meldro region of central Tibet. It was founded by <a href=""/biographies/view/Nyamme-Tromzherwa/TBRC_P5166"">Nyamme Tromzherwa</a> in the twelfth century as a Kadam monastery and later converted to Geluk. It is considered a branch of <a href=""/geographies/view/Reting-Monastery/TBRC_G74"">Reting Monastery</a>.</p>
"
1402,G3419,Nyenchen Tanglha,"<p>
	Nyenchen Tanglha is a mountain range in central Tibet in spanning over 7,000 meters. The mountain is regarded as a protector deity and ancestor of Tibetan kings.&nbsp;</p>
"
1403,G1KR424,Ridrak,"<p>
	Ridrak was a Kagyu hermitage to the northeast of Kanze in Kham. It was originally associated with a monastery that was destroyed in the seventeenth century, and continued to function through to the second half of the twentieth century. It was the birthplace of <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a>&nbsp;in an area well-known for its abundance of medicinal plants.&nbsp;</p>
"
1404,G1651,Galenteng,"<p>
	Galenteng is a Sakya monastery in Derge. It was initially established as a Nyingma monastery in 1005 by <a href=""/biographies/view/Lhalung-Pelgyi-Dorje/TBRC_P6986"">Lhalung Pelgyi Dorje</a>, then later restored and converted to Drukpa Kagyu by <a href=""/biographies/view/Lingrepa/TBRC_P910"">Lingrepa</a>. It became a Sakya monastery in the thirteenth century, converted by <a href=""/biographies/view/Ga-Anyen-Dampa-Kunga-Drakpa/TBRC_P2612"">Ga Anyen Dampa Kunga Drakpa</a>.</p>
"
1405,NULL,Matho,"<p>
	Matho Gonpa is located in the village of Matho in Ladakh. A Sakya institution, it was founded in 1410. There are two oracles associated with the monastery and a well known oracle festival held around losar, or the lunar new year.&nbsp;</p>
"
1406,G1KG24026,Spituk,"<p>
	Spituk, a Geluk monastery in Leh, Ladakh, was founded in the fifteenth century on the site of an earlier monastery founded in the 11th century. It is considered the first Geluk monastery in Ladakh. According to tradition, a disciple of the Buddha visited the region and prophesied a monastery on the location, which at the time was covered by water.&nbsp;</p>
"
1407,NULL,Stok Royal Palace,"<p>
	The Stok Royal Palace, a seat of the Namgyal Dynasty in Ladakh, was granted to the family in the nineteenth century by the Dogra rulers. It is now home to a museum that houses historic and religious objects. Among the many notable objects held are paintings dating to the era of Tashi Namgyal (16th century).&nbsp;</p>
"
1408,NULL,Samstanling,"<p>
	Samstanling, a Geluk monastery in Ladakh, is located in the village of Sumur in the Nubra Valley. It was founded by <a href=""/biographies/view/Tsultrim-Nyima/TBRC_P959"">Tsultrim Nyima</a> in 1848. The <a href=""/biographies/view/Nineteenth-Bakula-Rinpoche/TBRC_P3CN15711"">Nineteenth Bakula Rinpoche</a> spent winters at Samstanling when he was a child.&nbsp;</p>
"
1409,G142,Petub Khamsten,"<p>
	Petub Khamtsen, a residential house of <a href=""/geographies/view/Loseling-College/TBRC_G126"">Loseling College</a> of <a href=""/geographies/view/Drepung-Monastery/TBRC_G108"">Drepung Monastery</a>, was home to Ladakhi monks. The Eighteenth and Nineteenth Bakula Rinpoches lived at Petub Khamsten.&nbsp;</p>
"
1410,NULL,Mulagandhakuti Vihara,"<p>
	Mulagandhakuti Vihara is located in Sarnath, Uttar Pradesh, India. The site is regarded as the location where the Buddha spent his first rainy season. Along with the larger complex of structures at Sarnath, it is a site of pilgrimage containing relics of the Buddha.&nbsp;</p>
"
1411,NULL,Central Institute of Buddhist Studies,"<p>
	The Central Institute of Buddhist Studies was founded in 1959 in Leh, Ladakh. It is an institution of higher education recognized by the Indian Ministry of Culture.&nbsp;</p>
"
1412,NULL,Pethub Stangey Choskhorling,"<p>
	Pethub Stangey Choskhorling, commonly known as Betub Khiid and Bakula Rinpoche&#39;s Monastery, is a Geluk monastery in Mongolia founded by the <a href=""/biographies/view/Nineteenth-Bakula-Rinpoche/TBRC_P3CN15711"">Nineteenth Bakula Rinpoche</a> in 1999.</p>
"
1413,NULL,Ivolginsky Datsan,"<p>
	Ivolginsky Datsan is a Geluk Buddhist temple in the Republic of Buryatia, Russia. It was founded in either 1945 or 1946 (sources differ) with governmental and community support after a period of harsh religious repression in th 1930s. It housed Central Spiritual Administration of Buddhists of the Russian Federation and is considered a major center of Buddhist learning and practice in Russia.</p>
"
1414,NULL,Key,"<p>
	Kyi is a Geluk monastery located in the Spiti Valley of Ladakh that is believed to have been founded eleventh century, possibly by <a href=""/biographies/view/Dromton/TBRC_P2557"">Dromton</a>. It was reconstituted in the fifteenth century under the patronage of King Nyima Drakpa by <a href=""/biographies/view/Sherab-Zangpo/TBRC_P483"">Sherab Zangpo</a>.</p>
"
1415,G1574,Bengen,"<p>
	Bengen is a Karma Kagyu and Shangpa Kagyu monastery just outside of Denma near Kanze, in Kham. It was the seat of <a href=""/biographies/view/Kalu-Rinpoche-/TBRC_P938"">Kalu Rinpoche Karma Rangjung Kunkyab</a>&nbsp;in Tibet. A new temple was constructed in recent years and the original ruins still exist nearby. The&nbsp;The subsequent Kalu incarnation is being educated in <a href=""/geographies/view/Sonada/TBRC_TOL1416"">Sonada</a>, which was founded in 1963.&nbsp;</p>
"
1416,NULL,Sonada,"<p>
	Sonada Monastery, Samdrub Darjay Ch&ouml;ling, is a monastery located in Darjeeling, India. It was founded in 1966 by <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a>&nbsp;in a formerly Geluk monastery. He established a three-year retreat center at Sonada. It served as Kalu Rinpoche&#39;s primary residence and as the international seat of the Shangpa Kagyu tradition. Kalu Rinpoche passed away at Sonada in 1989.</p>
"
1417,NULL,Diskit,"<p>
	Diskit, a Geluk monastery in the Nubra Valley of Ladakh. Its founding is attributed&nbsp;<a href=""/biographies/view/Sherab-Zangpo/TBRC_P483"">Sherab Zangpo</a>&nbsp;in the fifteenth century. It is believed to be the oldest monastery in Nubra containing a gathering hall, temples, shrines, and a school housing about 100 monks. It is also known for a large statue of Maitreya consecrated in 2010 by the Fourteenth Dalai Lama.&nbsp;</p>
"
1418,NULL,Charasa,"<p>
	Charasa is located Charasa village in the Nubra Valley of Ladakh. Formerly a fortified settlement, it consists of palace and temple buildings. According to tradition is said to have been founded as a monastery by <a href=""/biographies/view/Sherap-Zangpo/TBRC_P483"">Sherab Zangpo</a>.&nbsp;</p>
"
1419,NULL,Ensa,"<p>
	Ensa is a Geluk monastery in the Nubra Valley of Ladakh.&nbsp;According to tradition,&nbsp;<a href=""/biographies/view/Sherab-Zangpo/TBRC_P483"">Sherab Zangpo</a>&nbsp;(fifteenth century) meditated at this location, which later developed into a monastery. Archeological evidence suggests earlier activity at the site.&nbsp;</p>
"
1420,NULL,Tsazar,"<p>
	Tsazar is a monastery located near Zangla in Ladakh. It was founded by <a href=""/biographies/view/Sherab-Zangpo/TBRC_P483"">Sherab Zangpo</a> in the fifteenth century.</p>
"
1421,NULL,Stongdey,"<p>
	Stongdey is a Geluk monastery in the Zanskar region of Ladakh. According to tradition, this monastery was founded by <a href=""/biographies/view/Marpa/TBRC_P2636"">Marpa</a> in the eleventh century. It was visited by <a href=""/biographies/view/Sherab-Zangpo/TBRC_P483"">Sherab Zangpo</a> in the fifteenth century.</p>
"
1422,NULL,Phuktal,"<p>
	Phuktal, currently a Geluk monastery located in the Zanskar region of Ladakh, was founded in the fifteenth century by <a href=""/biographies/view/Sherab-Zangpo/TBRC_P483"">Sherab Zangpo</a>&nbsp;on the site of a hermitage established in the eleventh century by <a href=""/biographies/view/Pakpa-Sherab/TBRC_P3709"">Pakpa Sherab</a>. According to tradition, the location was also visted by numerous other masters including <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a>&nbsp;and&nbsp;<a href=""/biographies/view/Marpa/TBRC_P2636"">Marpa Lotsāwa</a>.</p>
"
1423,NULL,Karsha,"<p>
	Karsha is a monastery located in the Zanskar region of Ladakh. <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a> is associated with the earliest foundations of the building while <a href=""/biographies/view/Lotsawa-Pakpa-Sherab/TBRC_P3709"">Lotsawa Pakpa Sherab</a>&nbsp;is credited as founder in the eleventh century. Murals suggest a connection to structures built during the period of&nbsp;<a href=""/biographies/view/Rinchen-Zangpo's/TBRC_P753"">Rinchen Zangpo&#39;s</a> activities.&nbsp;<a href=""/biographies/view/Sherab-Zangpo/TBRC_P483"">Sherab Zangpo</a> is credited as rebuilding Karsha, presumably in the fifteenth century.&nbsp;</p>
"
1426,G1KR217,Taktsang Lhamo Kīrti,"<p>
	Takstang Lhamo Kīrti is one of two Geluk monasteries in Taktsang Lhamo, a town straddling the border between Gansu and Sichuan provinces. The location is considered sacred, as a deity is believed to reside in the nearby mountain and Padmasambhava is said to have eliminated demons from the space. Tāla Ngawang Pelzang built a hermitage at Taktsang Lhamo in 1713 that he later gave to the <a href=""/biographies/view/Fifth-Kirti&nbsp;/TBRC_P1737"">Fifth Kīrti</a>. After this, it developed into a large monastery and one of the seats of the <a href=""/communities/view/Kirti/TBRC_R8LS13057"">Kīrti</a> incarnations.</p>
"
1428,G1KG514,Achung Namdzong,"<p>
	Achung Namdzong is a Nyingma monastery in Qinghai, in present day Chentsa County. Situated within Khamra National Park, it is surrounded by native forests. It is associated with the protector deity Mesang, who, according to tradition, was given the site by Padmasambhava.&nbsp;</p>
"
1429,G409,Bo Gangkar Monastery,"<p>
	Bo Gangkar Monastery, also known as Khamsum Drakgon Monastery, is a Karma Kagyu monastery that was established in the twelfth century. It is the seat of the Gangkar Lamas. The <a href=""/biographies/view/Ninth-Gangkar/TBRC_P1445"">Ninth Gangkar</a> rebuilt and expanded it in the mid-twentieth century.</p>
"
1430,NULL,Dagam Wangpuk,"<p>
	Dagam Wangpuk is a cave hermitage in the Terlung valley. It was a practice and treasure site of <a href=""/biographies/view/Jamgon-Kongtrul/TBRC_P264"">Jamgon Kongtrul</a> and also of <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_P564"">Chokgyur Lingpa</a>, who assisted in the cave&#39;s consecration around 1854, and who received his sole pure vision revelation, the&nbsp;<em>Bima Lhadrub</em>, at that time.</p>
"
1431,G353,Mahā Kyilung,"<p>
	Kyilung Monastery is a branch of <a href=""/geographies/view/Katok/TBRC_G17"">Katok</a>. <a href=""/biographies/view/Do-Kyentse/TBRC_P698"">Do Khyentse</a> lived there for some time in the early nineteenth century.</p>
"
1432,G1KR84,Kachok,"<p>
	Kachok Monastery is a Nyingma monastery in Ngawa. It was a seat of <a href=""/biographies/view/Do-Khyentse/TBRC_P698"">Do Khyentse</a>.</p>
"
1433,G4109,Minyak Kyernang,"<p>
	Minyak Kyernang is a Nyingma monastery in Teu, Kham. It was a seat of <a href=""/biographies/view/Do-Khyentse/TBRC_P698"">Do Khyentse</a>.</p>
"
1434,G3787,Kardza,"<p>
	Kardza is a Nyingma monastery in the Dartsedo region. It was founded by <a href=""/biographies/view/Do-Khyentse/TBRC_P698"">Do Khyentse</a>.</p>
"
1435,G4110,Lautang,"<p>
	Lautang is a Nyingma monastery in Teu, Kham. It was a seat <a href=""/biographies/view/Dechen-Rigpa-Reltri/TBRC_P7933"">Dechen Rigpa Reltri</a>.</p>
"
1436,G1PD76604,Pema Ritro,"<p>
	Pema Ritro is an important Nyingma hermitage site in Golok connected to <a href=""/biographies/view/Do-Khyentse/TBRC_P698"">Do Khyentse</a>.</p>
"
1437,G2CN11063,Tabka,"<p>
	Tabka was a Kadam monastery in Penyul founded in the twelfth century by <a href=""/biographies/view/Tabka-Darma-Drak/TBRC_P2CN11062"">Tabka Darma Drak</a>.</p>
"
1438,NULL,Trawakha,"<p>
	Trawakha was a Kadam monastery in the lower Lungsho valley. According to <a href=""/biographies/view/Katak-Situ/TBRC_P706"">Katak Situ</a>, it was <span style=""font-size:12.0pt;font-family:&quot;Times New Roman&quot;;mso-fareast-font-family:
&quot;Times New Roman&quot;;color:black;mso-themecolor:text1;mso-ansi-language:EN-US;
mso-fareast-language:ZH-CN;mso-bidi-language:HI"">
	<style type=""text/css"">
	</style>
	</span>
	<style type=""text/css"">
	</style>
	founded by a man named Kambu Ale.</p>
"
1439,G407,Tangsak,"<p>
	Tangsak was a Kadam monastery in the Penyul region of central Tibet. It was later converted to a Geluk institution.</p>
"
1440,NULL,Young Lama's Home School,"<p>
	The Young Lamas Home School was a school established by Freda Bedi in the early 1960&#39;s. British businessman Christopher Hills provided financial support for the school. Among its well known students were&nbsp;<a href=""/biographies/view/Chogyam-Trungpa/TBRC_P851"">Chogyam Trungpa</a>, Akong Tulku and Zopa Rinpoche. Initially located in Delhi, it was moved to Dalhousie.</p>
"
1441,G2JM244,Lekshe Nyida Ling,"<p>
	<span id=""docs-internal-guid-7342c506-7fff-c827-5073-5bd1799d4ff6"" style=""font-size:12pt;font-family:'Times New Roman';color:#000000;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Lekshe Nyida Ling was the monastic college at <a href=""/geographies/view/Shechen-Monastery/TBRC_G20"">Shechen Monastery</a>. It was established by <a href=""/biographies/view/Shechen-Kongtrul/TBRC_P744"">Shechen Kongtrul</a> in the early twentieth century.</span></p>
"
1442,NULL,Naropa University,"<p>
	Naropa University in Boulder, Colorado, was founded as the Naropa Institute in 1974 by <a href=""/biographies/view/Chogyam-Trungpa/TBRC_P851"">Chogyam Trungpa</a>&nbsp;as a Buddhist influenced institute of higher learning. It is home to the Jack Kerouac School of Disembodied Poetics, which was founded by Anne Waldman and Allen Ginsburg. It was accredited in 1988 and offers undergraduate and graduate degrees.</p>
"
1443,NULL,Gampo Abbey,"<p>
	Gampo Abbey is a Buddhist monastery on Cape Breton Island in Nova Scotia, Canada. It was founded by Pema Ch&ouml;dron in 1983, under the auspices of <a href=""/biographies/view/Chogyam-Trungpa/TBRC_P851"">Chogyam Trungpa</a>. Its current abbot is the Ninth Thrangu Rinpoche. The Stupa of Enlightenment contains relics of Trunpa.&nbsp;&nbsp;</p>
"
1445,NULL,Karmê Chöling,"<p>
	Karm&ecirc; Ch&ouml;ling is a dharma center in Barnet, Vermont, USA. It was founded in 1970 by <a href=""/biographies/view/Chogyam-Trungpa/TBRC_P851"">Chogyam Trungpa</a>&nbsp;on the site of a former dairy farm. It was the first of Trungpa&#39;s centers in America. The land was donated by Trungpa&#39;s students. The original name, Tail of the Tiger, was changed by the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a> in 1974. It was the site of Trungpa&#39;s cremation in 1987.</p>
"
1447,NULL,Boulder Shambhala Center,"<p>
	The Boulder Shambhala Center was established by <a href=""/biographies/view/Chogyam-Trungpa/TBRC_P851"">Chogyam Trungpa</a> in 1970 under the name Karma Dzong. In 1995 it became part of Shambhala International and was given its current name.</p>
"
1448,NULL,Shambhala Mountain Center,"<p>
	The Shambhala Mountain Center, in Red Feather Lake, Colorado, USA, was founded by <a href=""/biographies/view/Chogyam-Trungpa/TBRC_P851"">Chogyam Trungpa</a> in 1971 to serve as a residential facility for students and a location for retreats. It was initially named Rocky Mountain Dharma Center. Construction on the Great Stupa of Dharmakaya began in 1988. It contains relics of Chogyam Trungpa.&nbsp;</p>
"
1449,NULL,Yak Monastery,"<p>
	Yak Monastery is a Kagyu monastery located in Lhorong County, Kham. It is the seat of Dotrul Rinpoche and is affiliated with Katok. It contains brass sculptures, including one large one of Padmasambhava, in its main temple and has a mural gallery with paintings in the Karma Gadri style.&nbsp;</p>
"
1450,G2CN11086,Lhapu Mokchok,"<p>
	Lhapu Mokchok was located in the Shang Valley on and eastern branch of the Lhapu river. It was established by <a href=""/biographies/view/Mokchok-Rinchen-Tsondru/TBRC_P1984"">Mokchok Rinchen Tsondru</a> in the twelfth century as a Shangpa Kagyu hermitage. It functioned as a nunnery in the twentieth century. The seat of the Mokchok incarnation was based at <a href=""/geographies/view/Nyetang-Mokchok/TBRC_G2437"">Nyetang Mokchok</a> outside of Lhasa.</p>
"
1452,NULL,Kagyu Kunchab Chuling,"<p>
	Kagyu Kunchab Chuling is a dharma center in Vancouver, British Columbia, Canada. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> established it in 1972 during his first visit to North America and was one of the first of many western dharma centers founded by Kalu Rinpoche. It was considered his seat in North America.&nbsp;</p>
"
1453,NULL,Kunzang Dechen Osel Ling,"<p>
	Kunzang Dechen Osel Ling is a retreat center on Salt Spring Island, British Columbia, Canada. It was established by <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> in 1980, during his fourth visit to North America. It is associated with <a href=""/geographies/view/Kagyu-Kunchab-Chiling/TBRC_TOL1452"">Kagyu Kunchab Chuling</a> near Vancouver. It is considered the location of the first three-year retreat in North America.&nbsp;</p>
"
1454,NULL,Kagyu Dzamling Kunchab,"<p>
	Kagyu Dzamling Kunchab is a Shangpa Kagyu dharma center in New York City. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> established it during his second visit to North America, in 1975. It was initially located on 19th Street, later moving to its present location on Columbus Avenue. It is affiliated with <a href=""/geographies/view/Kagyu-Thubten-Choling/TBRC_tol1461"">Kagyu Thubten Choling</a>, its retreat center in Wappingers Falls, NY.</p>
"
1455,NULL,Kagyu Droden Kunchab,"<p>
	Kagyu Droden Kunchab is a Shangpa Kagyu dharma center in the Height Ashbury neighborhood of San Francisco. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> established it in 1974, during his second visit to North America. It was among several early North American Shangpa Kagyu centers founded by Kalu Rinpoche and directed by Lama Lodru, Kalu Rinpoche&#39;s student.&nbsp;</p>
"
1456,NULL,Karma Rimay O Sal Ling,"<p>
	Karma Rimay O Sal Ling is a Shangpa Kagyu and Karma Kagyu dharma center on Maui, Hawai&#39;i. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> established it in 1974 during his second visit to North America. The first resident teacher was Lama Tezin, who filled this role until his death in 2001.</p>
"
1457,NULL,Kagyu Changchub Chuling,"<p>
	Kagyu Changchub Chuling is a Shangpa Kagyu dharma center in Portland, Oregon. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> established the center during a visit to Portland in 1976. Its current location was purchased in 1981. In 2001, land outside the city was purchased for the purpose of supporting retreats.&nbsp;</p>
"
1458,NULL,Kagyu Shenpen Kunchab,"<p>
	Kagyu Shenpen Kunchab is a Shangpa and Karma Kagyu dharma center in Sante Fe, New Mexico. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> established it in 1975 during his second visit to North America. Construction on a stūpa said to contain relics of the Buddha was initiated in 1982 and was consecrecrated&nbsp; in 1986. It is said to one of the largest stūpas in North America.&nbsp;</p>
"
1459,NULL,Kagyu Dzong,"<p>
	Kagyu Dzong is a Kagyu dharma center in Paris, France adjacent to the&nbsp;Pagode du bois de Vincennes. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> laid the foundation in May 1983, and returned to consecrate the completed building in January, 1985. Kalu Rinpoche appointed his student, Lama Gyurme, director of the center.</p>
"
1460,NULL,Kagyu Ling,"<p>
	Dashang Kagyu Ling is a dharma center and retreat center in La Boulaye, Burgundy, France.&nbsp;<a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> founded it in 1974. In 1980, Kalu Rinpoche consecrecrated one of the first stūpas in Europe at Kagu Ling. In 1987 a large temple, popularly known as the Temple of One Thousand Buddhas, was constructed.</p>
"
