"TOL ID","TBRC RID","Primary title","Primary name","primary name encoding","Wylie title","Wylie name",Tibetan,"Display name","Birth year","Birth year approximate","Birth year alternate","Birth century","Death year","Death year approximate","Death year alternate","Death century",Gender,"Name display phonetic","Name display Wylie",Ordinal,"Wikidata ID","Lotsara House URL","HAR URL"
9923,P7269,,"Namdrol Zangpo",bo-x-ewts,,"rnam grol bzang po",རྣམ་གྲོལ་བཟང་པོ།,"Namdrol Zangpo",1504,0,,NULL,1573,1,,NULL,M,"Namdrol Zangpo","rnam grol bzang po",NULL,NULL,NULL,
9924,P727,NULL,"'phags mchog rdo rje",en,NULL,"'phags mchog rdo rje",འཕགས་མཆོག་རྡོ་རྗེ།,"'phags mchog rdo rje",1893,0,NULL,NULL,1943,0,NULL,NULL,M,"'phags mchog rdo rje","'phags mchog rdo rje",NULL,NULL,https://www.lotsawahouse.org/tibetan-masters/pakchok-dorje/,NULL
9925,P7270,NULL,"bsod nams blo gros",en,NULL,"bsod nams blo gros",བསོད་ནམས་བློ་གྲོས།,"bsod nams blo gros",1516,0,NULL,NULL,1581,0,NULL,NULL,M,"bsod nams blo gros","bsod nams blo gros",NULL,NULL,NULL,NULL
9926,P7271,NULL,"chos skyabs dpal bzang",en,NULL,"chos skyabs dpal bzang",ཆོས་སྐྱབས་དཔལ་བཟང།,"chos skyabs dpal bzang",1536,0,NULL,NULL,1635,0,NULL,NULL,M,"chos skyabs dpal bzang","chos skyabs dpal bzang",NULL,NULL,NULL,NULL
9927,P7272,NULL,"dpal ldan blo gros",en,NULL,"dpal ldan blo gros",དཔལ་ལྡན་བློ་གྲོས།,"dpal ldan blo gros",1527,0,NULL,NULL,1596,0,NULL,NULL,M,"dpal ldan blo gros","dpal ldan blo gros",NULL,NULL,NULL,NULL
9928,P7273,NULL,"bsod nams dbang phyug",en,NULL,"bsod nams dbang phyug",བསོད་ནམས་དབང་ཕྱུག།,"bsod nams dbang phyug",1660,0,NULL,NULL,1731,0,NULL,NULL,M,"bsod nams dbang phyug","bsod nams dbang phyug",NULL,NULL,NULL,NULL
9929,P7274,,"Khenpo Munsel",bo-x-ewts,,"mkhan po mun sel",མཁན་པོ་མུན་སེལ།,"Khenpo Munsel",1916,0,,NULL,1993,0,,NULL,M,"Khenpo Munsel","mkhan po mun sel",NULL,NULL,https://www.lotsawahouse.org/tibetan-masters/khenpo-munsel/,
9930,P7275,NULL,"tshe ring rgyal mtshan",en,NULL,"tshe ring rgyal mtshan",ཚེ་རིང་རྒྱལ་མཚན།,"tshe ring rgyal mtshan",1958,0,NULL,NULL,NULL,0,NULL,NULL,M,"tshe ring rgyal mtshan","tshe ring rgyal mtshan",NULL,NULL,NULL,NULL
9931,P7276,NULL,"ngag dbang yongs 'du",en,NULL,"ngag dbang yongs 'du",ངག་དབང་ཡོངས་འདུ།,"ngag dbang yongs 'du",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ngag dbang yongs 'du","ngag dbang yongs 'du",NULL,NULL,NULL,NULL
9932,P7277,NULL,"bsam grub",en,NULL,"bsam grub",བསམ་གྲུབ།,"bsam grub",1922,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsam grub","bsam grub",NULL,NULL,NULL,NULL
9933,P7278,NULL,"grags pa 'byung gnas",en,NULL,"grags pa 'byung gnas",གྲགས་པ་འབྱུང་གནས།,"grags pa 'byung gnas",1955,0,NULL,NULL,NULL,0,NULL,NULL,M,"grags pa 'byung gnas","grags pa 'byung gnas",NULL,NULL,NULL,NULL
9934,P7279,NULL,"ngag dbang yon tan bzang po",en,NULL,"ngag dbang yon tan bzang po",ངག་དབང་ཡོན་ཏན་བཟང་པོ།,"ngag dbang yon tan bzang po",1928,0,NULL,NULL,2002,0,NULL,NULL,M,"ngag dbang yon tan bzang po","ngag dbang yon tan bzang po",NULL,NULL,NULL,NULL
9935,P728,"Dorje Drak Rigdzin","Tubten Chowang Nyamnyi Dorje",bo-x-ewts,"rdo rje brag rig 'dzin","thub bstan chos dbang mnyam   nyid rdo rje",ཐུབ་བསྟན་ཆོས་དབང་མཉམ་ཉིད་རྡོ་རྗེ།,"The Ninth Dorje Drak Rigdzin, Tubten Chowang Nyamnyi Dorje",1886,0,,NULL,1933,0,,NULL,M,"The Ninth Dorje Drak Rigdzin, Tubten Chowang Nyamnyi Dorje","rdo rje brag rig 'dzin 09 thub bstan chos dbang mnyam   nyid rdo rje",09,NULL,NULL,
9936,P7280,NULL,"ldong ka tshang bsod nams lha   mo",en,NULL,"ldong ka tshang bsod nams lha   mo",ལྡོང་ཀ་ཚང་བསོད་ནམས་ལྷ་མོ།,"ldong ka tshang bsod nams lha   mo",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ldong ka tshang bsod nams lha   mo","ldong ka tshang bsod nams lha   mo",NULL,NULL,NULL,NULL
9937,P7281,NULL,"skal bzang sgrol ma",en,NULL,"skal bzang sgrol ma",སྐལ་བཟང་སྒྲོལ་མ།,"skal bzang sgrol ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"skal bzang sgrol ma","skal bzang sgrol ma",NULL,NULL,NULL,NULL
9938,P7282,NULL,"yum skyabs rgyal",en,NULL,"yum skyabs rgyal",ཡུམ་སྐྱབས་རྒྱལ།,"yum skyabs rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"yum skyabs rgyal","yum skyabs rgyal",NULL,NULL,NULL,NULL
9939,P7283,NULL,"dri med g.yung drung dgyes pa   rtsal",en,NULL,"dri med g.yung drung dgyes pa   rtsal",དྲི་མེད་གཡུང་དྲུང་དགྱེས་པ་རྩལ།,"dri med g.yung drung dgyes pa   rtsal",1908,0,NULL,NULL,NULL,0,NULL,NULL,M,"dri med g.yung drung dgyes pa   rtsal","dri med g.yung drung dgyes pa   rtsal",NULL,NULL,NULL,NULL
9940,P7284,NULL,"dkon mchog bsam gtan",en,NULL,"dkon mchog bsam gtan",དཀོན་མཆོག་བསམ་གཏན།,"dkon mchog bsam gtan",1964,0,NULL,NULL,NULL,0,NULL,NULL,M,"dkon mchog bsam gtan","dkon mchog bsam gtan",NULL,NULL,NULL,NULL
9941,P7285,NULL,"'gyur med rab rgyas",en,NULL,"'gyur med rab rgyas",འགྱུར་མེད་རབ་རྒྱས།,"'gyur med rab rgyas",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"'gyur med rab rgyas","'gyur med rab rgyas",NULL,NULL,NULL,NULL
9942,P7286,NULL,"don grub lha mo",en,NULL,"don grub lha mo",དོན་གྲུབ་ལྷ་མོ།,"don grub lha mo",1918,0,NULL,NULL,NULL,0,NULL,NULL,M,"don grub lha mo","don grub lha mo",NULL,NULL,NULL,NULL
9943,P7287,NULL,"blo bzang 'jigs med",en,NULL,"blo bzang 'jigs med",བློ་བཟང་འཇིགས་མེད།,"blo bzang 'jigs med",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang 'jigs med","blo bzang 'jigs med",NULL,NULL,NULL,NULL
9944,P7288,NULL,"dpal ldan bkra shis",en,NULL,"dpal ldan bkra shis",དཔལ་ལྡན་བཀྲ་ཤིས།,"dpal ldan bkra shis",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dpal ldan bkra shis","dpal ldan bkra shis",NULL,NULL,NULL,NULL
9945,P7289,,"Choying Khyabdel",bo-x-ewts,,"chos dbyings khyab brdal",ཆོས་དབྱིངས་ཁྱབ་བརྡལ།,"Choying Khyabdel",1920,0,,NULL,1997,0,,NULL,M,"Choying Khyabdel","chos dbyings khyab brdal",NULL,NULL,NULL,
9946,P729,NULL,"pad+ma sid+d+hi",en,NULL,"pad+ma sid+d+hi",པདྨ་སིདྡྷི།,"pad+ma sid+d+hi",1888,0,NULL,NULL,NULL,0,NULL,NULL,M,"pad+ma sid+d+hi","pad+ma sid+d+hi",NULL,NULL,NULL,NULL
9947,P7290,NULL,"dar rgyas",en,NULL,"dar rgyas",དར་རྒྱས།,"dar rgyas",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dar rgyas","dar rgyas",NULL,NULL,NULL,NULL
9948,P7291,NULL,"skal bzang thar",en,NULL,"skal bzang thar",སྐལ་བཟང་ཐར།,"skal bzang thar",1973,0,NULL,NULL,NULL,0,NULL,NULL,M,"skal bzang thar","skal bzang thar",NULL,NULL,NULL,NULL
9949,P7292,NULL,"le hphung",en,NULL,"le hphung",ལེ་ཧཕུང།,"le hphung",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"le hphung","le hphung",NULL,NULL,NULL,NULL
9950,P7293,NULL,"dpal bzang rgya mtsho",en,NULL,"dpal bzang rgya mtsho",དཔལ་བཟང་རྒྱ་མཚོ།,"dpal bzang rgya mtsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dpal bzang rgya mtsho","dpal bzang rgya mtsho",NULL,NULL,NULL,NULL
9951,P7294,NULL,"mig dmar dbang 'dus",en,NULL,"mig dmar dbang 'dus",མིག་དམར་དབང་འདུས།,"mig dmar dbang 'dus",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"mig dmar dbang 'dus","mig dmar dbang 'dus",NULL,NULL,NULL,NULL
9952,P7295,NULL,"zla ba tshe ring",en,NULL,"zla ba tshe ring",ཟླ་བ་ཚེ་རིང།,"zla ba tshe ring",1942,0,NULL,NULL,NULL,0,NULL,NULL,M,"zla ba tshe ring","zla ba tshe ring",NULL,NULL,NULL,NULL
9953,P7296,NULL,"bsod nams don grub",en,NULL,"bsod nams don grub",བསོད་ནམས་དོན་གྲུབ།,"bsod nams don grub",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams don grub","bsod nams don grub",NULL,NULL,NULL,NULL
9954,P7297,NULL,haribhadra,bo-x-ewts,NULL,haribhadra,ཧརིབྷདྲ།,haribhadra,NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,haribhadra,haribhadra,NULL,NULL,NULL,NULL
9955,P7298,NULL,"nyi zla lce nag tshang",en,NULL,"nyi zla lce nag tshang",ཉི་ཟླ་ལྕེ་ནག་ཚང།,"nyi zla lce nag tshang",1971,0,NULL,NULL,NULL,0,NULL,NULL,M,"nyi zla lce nag tshang","nyi zla lce nag tshang",NULL,NULL,NULL,NULL
9956,P7299,NULL,"bstan 'dzin dbang rgyal",en,NULL,"bstan 'dzin dbang rgyal",བསྟན་འཛིན་དབང་རྒྱལ།,"bstan 'dzin dbang rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bstan 'dzin dbang rgyal","bstan 'dzin dbang rgyal",NULL,NULL,NULL,NULL
9957,P73,NULL,"byang chub mgon po",en,NULL,"byang chub mgon po",བྱང་ཆུབ་མགོན་པོ།,"byang chub mgon po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"byang chub mgon po","byang chub mgon po",NULL,NULL,NULL,NULL
9959,P7300,NULL,"tshe dbang",en,NULL,"tshe dbang",ཚེ་དབང།,"tshe dbang",1953,0,NULL,NULL,NULL,0,NULL,NULL,M,"tshe dbang","tshe dbang",NULL,NULL,NULL,NULL
9960,P7302,NULL,"blo gros",en,NULL,"blo gros",བློ་གྲོས།,"blo gros",1933,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo gros","blo gros",NULL,NULL,NULL,NULL
9961,P7303,NULL,"'jigs med",en,NULL,"'jigs med",འཇིགས་མེད།,"'jigs med",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"'jigs med","'jigs med",NULL,NULL,NULL,NULL
9962,P7304,NULL,"'jam dbyangs blo gros",en,NULL,"'jam dbyangs blo gros",འཇམ་དབྱངས་བློ་གྲོས།,"'jam dbyangs blo gros",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"'jam dbyangs blo gros","'jam dbyangs blo gros",NULL,NULL,NULL,NULL
9963,P7305,NULL,"chos 'phel",en,NULL,"chos 'phel",ཆོས་འཕེལ།,"chos 'phel",1972,0,NULL,NULL,NULL,0,NULL,NULL,M,"chos 'phel","chos 'phel",NULL,NULL,NULL,NULL
9964,P7306,NULL,"dkon mchog",en,NULL,"dkon mchog",དཀོན་མཆོག།,"dkon mchog",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dkon mchog","dkon mchog",NULL,NULL,NULL,NULL
9965,P7307,NULL,"blo ldan",en,NULL,"blo ldan",བློ་ལྡན།,"blo ldan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo ldan","blo ldan",NULL,NULL,NULL,NULL
9966,P7308,NULL,"blo gros phun tshogs",en,NULL,"blo gros phun tshogs",བློ་གྲོས་ཕུན་ཚོགས།,"blo gros phun tshogs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo gros phun tshogs","blo gros phun tshogs",NULL,NULL,NULL,NULL
9967,P7309,NULL,"rdo lha",en,NULL,"rdo lha",རྡོ་ལྷ།,"rdo lha",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"rdo lha","rdo lha",NULL,NULL,NULL,NULL
9968,P731,"Golok Serta Rinpoche","Pema Lungtok Gyatso",en,"mgo log gser rta rin po che","pad+ma lung rtogs rgya mtsho",པདྨ་ལུང་རྟོགས་རྒྱ་མཚོ།,"Golok Serta Rinpoche Pema Lungtok Gyatso",1891,0,,NULL,1964,0,,NULL,M,"Golok Serta Rinpoche Pema Lungtok Gyatso","mgo log gser rta rin po che pad+ma lung rtogs rgya mtsho",NULL,NULL,https://www.lotsawahouse.org/tibetan-masters/golok-serta-rinpoche/,
9969,P7310,NULL,"gangs zhun",en,NULL,"gangs zhun",གངས་ཞུན།,"gangs zhun",1969,0,NULL,NULL,NULL,0,NULL,NULL,M,"gangs zhun","gangs zhun",NULL,NULL,NULL,NULL
9970,P7311,NULL,"'jigs rdo",en,NULL,"'jigs rdo",འཇིགས་རྡོ།,"'jigs rdo",1964,0,NULL,NULL,NULL,0,NULL,NULL,M,"'jigs rdo","'jigs rdo",NULL,NULL,NULL,NULL
9971,P7312,NULL,"bskal bzang ngag dbang dam chos",en,NULL,"bskal bzang ngag dbang dam chos",བསྐལ་བཟང་ངག་དབང་དམ་ཆོས།,"bskal bzang ngag dbang dam chos",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bskal bzang ngag dbang dam chos","bskal bzang ngag dbang dam chos",NULL,NULL,NULL,NULL
9972,P7313,NULL,"shes rab 'byung gnas blo gros",en,NULL,"shes rab 'byung gnas blo gros",ཤེས་རབ་འབྱུང་གནས་བློ་གྲོས།,"shes rab 'byung gnas blo gros",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"shes rab 'byung gnas blo gros","shes rab 'byung gnas blo gros",NULL,NULL,NULL,NULL
9974,P7315,NULL,"lessing, ferdinand d.",bo-x-ewts,NULL,"lessing, ferdinand d.","ལེསསིང,་ཕེ༹རྡིནནད་ད།","lessing, ferdinand d.",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"lessing, ferdinand d.","lessing, ferdinand d.",NULL,NULL,NULL,NULL
9975,P7316,NULL,"wayman, alex",bo-x-ewts,NULL,"wayman, alex","ཝཡམན,་ཨལེx།","wayman, alex",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"wayman, alex","wayman, alex",NULL,NULL,NULL,NULL
9976,P7317,NULL,"ya han krang",en,NULL,"ya han krang",ཡ་ཧན་ཀྲང།,"ya han krang",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ya han krang","ya han krang",NULL,NULL,NULL,NULL
9977,P7318,NULL,"chos dpal bzang po",en,NULL,"chos dpal bzang po",ཆོས་དཔལ་བཟང་པོ།,"chos dpal bzang po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"chos dpal bzang po","chos dpal bzang po",NULL,NULL,NULL,NULL
9978,P7319,NULL,"pad+ma gsang sngags",en,NULL,"pad+ma gsang sngags",པདྨ་གསང་སྔགས།,"pad+ma gsang sngags",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"pad+ma gsang sngags","pad+ma gsang sngags",NULL,NULL,NULL,NULL
9979,P732,NULL,"thub bstan bshad sgrub rgya   mtsho",en,NULL,"thub bstan bshad sgrub rgya   mtsho",ཐུབ་བསྟན་བཤད་སྒྲུབ་རྒྱ་མཚོ།,"thub bstan bshad sgrub rgya   mtsho",1879,0,NULL,NULL,1961,0,NULL,NULL,M,"thub bstan bshad sgrub rgya   mtsho","thub bstan bshad sgrub rgya   mtsho",NULL,NULL,https://www.lotsawahouse.org/tibetan-masters/rago-choktrul-tupten-shedrup-gyatso/,NULL
9980,P7320,NULL,"bacot, jacques",bo-x-ewts,NULL,"bacot, jacques","བཅོཏ,་ཇཅqཨུཨེས།","bacot, jacques",1877,0,NULL,NULL,1965,0,NULL,NULL,M,"bacot, jacques","bacot, jacques",NULL,NULL,NULL,NULL
9981,P7321,NULL,"dogyaltshang, aten",bo-x-ewts,NULL,"a brtan",ཨ་བརྟན།,"dogyaltshang, aten",1915,0,NULL,NULL,NULL,0,NULL,NULL,M,"dogyaltshang, aten","a brtan",NULL,NULL,NULL,NULL
9982,P7322,NULL,"joysama, tashi tsering",bo-x-ewts,NULL,"bkra shis tshe ring",བཀྲ་ཤིས་ཚེ་རིང།,"joysama, tashi tsering",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"joysama, tashi tsering","bkra shis tshe ring",NULL,NULL,NULL,NULL
9983,P7323,,"Tsongkha Lhamo Tsering",bo-x-ewts,,"tsong kha lha mo tshe ring",ཙོང་ཁ་ལྷ་མོ་ཚེ་རིང།,"Tsongkha Lhamo Tsering",1924,0,,NULL,1999,0,,NULL,M,"Tsongkha Lhamo Tsering","tsong kha lha mo tshe ring",NULL,NULL,NULL,
9985,P5011,,Vimalamitra,bo-x-ewts,,"bi ma la mi tra",བི་མ་ལ་མི་ཏྲ།,Vimalamitra,NULL,0,,30,NULL,0,,32,M,Vimalamitra,"bi ma la mi tra",NULL,NULL,https://www.lotsawahouse.org/indian-masters/vimalamitra/,
9986,P7326,,"shAkya thub pa",en,,"shAkya thub pa",ཤཱཀྱ་ཐུབ་པ།,"shAkya thub pa",NULL,0,,NULL,NULL,0,,NULL,M,"shAkya thub pa","shAkya thub pa",NULL,NULL,NULL,
9987,P7327,NULL,"gdugs dkar",en,NULL,"gdugs dkar",གདུགས་དཀར།,"gdugs dkar",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"gdugs dkar","gdugs dkar",NULL,NULL,NULL,NULL
9988,P7328,NULL,"don grub tshe ring",en,NULL,"don grub tshe ring",དོན་གྲུབ་ཚེ་རིང།,"don grub tshe ring",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"don grub tshe ring","don grub tshe ring",NULL,NULL,NULL,NULL
9989,P7329,NULL,"tshe 'bar",en,NULL,"tshe 'bar",ཚེ་འབར།,"tshe 'bar",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"tshe 'bar","tshe 'bar",NULL,NULL,NULL,NULL
9990,P733,"Dzongsar Khyentse","Jamyang Khyentse Chokyi Lodro",bo-x-ewts,"rdzong sar mkhyen brtse","'jam dbyangs mkhyen brtse chos kyi blo gros",འཇམ་དབྱངས་མཁྱེན་བརྩེ་ཆོས་ཀྱི་བློ་གྲོས།,"The Second Dzongsar Khyentse, Jamyang Khyentse Chokyi Lodro",1893,0,,NULL,1959,0,,NULL,M,"The Second Dzongsar Khyentse, Jamyang Khyentse Chokyi Lodro","rdzong sar mkhyen brtse 02 'jam dbyangs mkhyen brtse chos kyi blo gros",02,NULL,https://www.lotsawahouse.org/tibetan-masters/jamyang-khyentse-chokyi-lodro/,
9991,P7330,NULL,"dgongs pa mtsho",en,NULL,"dgongs pa mtsho",དགོངས་པ་མཚོ།,"dgongs pa mtsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dgongs pa mtsho","dgongs pa mtsho",NULL,NULL,NULL,NULL
9992,P7331,NULL,"liao, zugui",bo-x-ewts,NULL,"liao, zugui","ལིཨཨོ,་ཟུགུཨི།","liao, zugui",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"liao, zugui","liao, zugui",NULL,NULL,NULL,NULL
9993,P7332,NULL,"zhang, zuji",bo-x-ewts,NULL,"zhang, zuji","ཞང,་ཟུཇི།","zhang, zuji",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"zhang, zuji","zhang, zuji",NULL,NULL,NULL,NULL
9994,P7333,NULL,"blo bzang 'jam dpal",en,NULL,"blo bzang 'jam dpal",བློ་བཟང་འཇམ་དཔལ།,"blo bzang 'jam dpal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"blo bzang 'jam dpal","blo bzang 'jam dpal",NULL,NULL,NULL,NULL
9995,P7334,NULL,"tshe ring sgrol ma",en,NULL,"tshe ring sgrol ma",ཚེ་རིང་སྒྲོལ་མ།,"tshe ring sgrol ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"tshe ring sgrol ma","tshe ring sgrol ma",NULL,NULL,NULL,NULL
9996,P7335,NULL,"a khu ston pa",en,NULL,"a khu ston pa",ཨ་ཁུ་སྟོན་པ།,"a khu ston pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"a khu ston pa","a khu ston pa",NULL,NULL,NULL,NULL
9997,P7336,NULL,"nor bu",en,NULL,"nor bu",ནོར་བུ།,"nor bu",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"nor bu","nor bu",NULL,NULL,NULL,NULL
9998,P7337,NULL,"phun tshogs",en,NULL,"phun tshogs",ཕུན་ཚོགས།,"phun tshogs",1941,0,NULL,NULL,NULL,0,NULL,NULL,M,"phun tshogs","phun tshogs",NULL,NULL,NULL,NULL
9999,P7338,NULL,"tshe ring don grub",en,NULL,"tshe ring don grub",ཚེ་རིང་དོན་གྲུབ།,"tshe ring don grub",1961,0,NULL,NULL,NULL,0,NULL,NULL,M,"tshe ring don grub","tshe ring don grub",NULL,NULL,NULL,NULL
10000,P7339,NULL,"nyi ma",en,NULL,"nyi ma",ཉི་མ།,"nyi ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"nyi ma","nyi ma",NULL,NULL,NULL,NULL
10001,P734,"Kangyur Rinpoche","Longchen Yeshe Dorje",bo-x-ewts,"bka' 'gyur rin po che","klong chen ye shes rdo rje",ཀློང་ཆེན་ཡེ་ཤེས་རྡོ་རྗེ།,"Kangyur Rinpoche Longchen Yeshe Dorje",NULL,0,,NULL,1975,0,,NULL,M,"Kangyur Rinpoche Longchen Yeshe Dorje","bka' 'gyur rin po che klong chen ye shes rdo rje",NULL,NULL,NULL,
10002,P7340,NULL,"bkra thang 07 'jam dpal ye   shes rgyal mtshan",en,NULL,"bkra thang 07 'jam dpal ye   shes rgyal mtshan","བཀྲ་ཐང ༠༧ འཇམ་དཔལ་ཡེ་ཤེས་རྒྱལ་མཚན།","bkra thang 07 'jam dpal ye   shes rgyal mtshan",1947,0,NULL,NULL,NULL,0,NULL,NULL,M,"bkra thang 07 'jam dpal ye   shes rgyal mtshan","bkra thang 07 'jam dpal ye   shes rgyal mtshan",NULL,NULL,NULL,NULL
10003,P7341,NULL,"'jam bu",en,NULL,"'jam bu",འཇམ་བུ།,"'jam bu",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"'jam bu","'jam bu",NULL,NULL,NULL,NULL
10004,P7342,NULL,"tsha'o zha'o chin",en,NULL,"tsha'o zha'o chin",ཚའོ་ཞའོ་ཆིན།,"tsha'o zha'o chin",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"tsha'o zha'o chin","tsha'o zha'o chin",NULL,NULL,NULL,NULL
10005,P7343,NULL,"ka'o i",en,NULL,"ka'o i",ཀའོ་ཨི།,"ka'o i",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ka'o i","ka'o i",NULL,NULL,NULL,NULL
10006,P7344,NULL,"rma bya",en,NULL,"rma bya",རྨ་བྱ།,"rma bya",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"rma bya","rma bya",NULL,NULL,NULL,NULL
10007,P7345,NULL,"byang chub chos 'phel",en,NULL,"byang chub chos 'phel",བྱང་ཆུབ་ཆོས་འཕེལ།,"byang chub chos 'phel",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"byang chub chos 'phel","byang chub chos 'phel",NULL,NULL,NULL,NULL
10008,P7346,NULL,"ho, hung cing",en,NULL,"ho, hung cing","ཧོ,་ཧུང་ཅིང།","ho, hung cing",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ho, hung cing","ho, hung cing",NULL,NULL,NULL,NULL
10009,P7347,NULL,"bu bzhi",en,NULL,"bu bzhi",བུ་བཞི།,"bu bzhi",1954,0,NULL,NULL,NULL,0,NULL,NULL,M,"bu bzhi","bu bzhi",NULL,NULL,NULL,NULL
10010,P7348,NULL,"bsod nams dbang ldan",en,NULL,"bsod nams dbang ldan",བསོད་ནམས་དབང་ལྡན།,"bsod nams dbang ldan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bsod nams dbang ldan","bsod nams dbang ldan",NULL,NULL,NULL,NULL
10011,P735,NULL,"pad+ma dbang rgyal",en,NULL,"pad+ma dbang rgyal",པདྨ་དབང་རྒྱལ།,"pad+ma dbang rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"pad+ma dbang rgyal","pad+ma dbang rgyal",NULL,NULL,NULL,NULL
10012,P7351,NULL,"'jam dbyangs bsod nams bzang   po",en,NULL,"'jam dbyangs bsod nams bzang   po",འཇམ་དབྱངས་བསོད་ནམས་བཟང་པོ།,"'jam dbyangs bsod nams bzang   po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"'jam dbyangs bsod nams bzang   po","'jam dbyangs bsod nams bzang   po",NULL,NULL,NULL,NULL
10013,P7353,NULL,"thub bstan mchog grub",en,NULL,"thub bstan mchog grub",ཐུབ་བསྟན་མཆོག་གྲུབ།,"thub bstan mchog grub",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"thub bstan mchog grub","thub bstan mchog grub",NULL,NULL,NULL,NULL
10014,P7354,NULL,"'khor bde sprul sku",en,NULL,"'khor bde sprul sku",འཁོར་བདེ་སྤྲུལ་སྐུ།,"'khor bde sprul sku",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"'khor bde sprul sku","'khor bde sprul sku",NULL,NULL,NULL,NULL
10015,P7356,NULL,"tshangs dbyangs rgya mtsho",en,NULL,"tshangs dbyangs rgya mtsho",ཚངས་དབྱངས་རྒྱ་མཚོ།,"tshangs dbyangs rgya mtsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"tshangs dbyangs rgya mtsho","tshangs dbyangs rgya mtsho",NULL,NULL,NULL,NULL
10016,P7357,NULL,"bu chung gnam lo",en,NULL,"bu chung gnam lo",བུ་ཆུང་གནམ་ལོ།,"bu chung gnam lo",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"bu chung gnam lo","bu chung gnam lo",NULL,NULL,NULL,NULL
10017,P7358,NULL,"grogs skyid",en,NULL,"grogs skyid",གྲོགས་སྐྱིད།,"grogs skyid",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"grogs skyid","grogs skyid",NULL,NULL,NULL,NULL
10018,P7359,Penor,"Rigdzin Pelchen Dupa",bo-x-ewts,"pad nor","rig 'dzin dpal chen 'dus pa",རིག་འཛིན་དཔལ་ཆེན་འདུས་པ།,"The Second Penor, Rigdzin Pelchen Dupa",1887,0,,NULL,1932,0,,NULL,M,"The Second Penor, Rigdzin Pelchen Dupa","pad nor 02 rig 'dzin dpal chen 'dus pa",02,NULL,NULL,
