TOL ID,TBRC RID,Primary title,Primary name,Wylie title,Wylie name,Wylie script,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,HAR URL,Name display phonetic,Name display Wylie,Ordinal,Wikidata ID
13065,P2417,,Lochen Ratnabhadra,,lo chen rat+na bha dra,ལོ་ཆེན་རཏྣ་བྷ་དྲ།,1489,0,,NULL,1563,0,,NULL,M,,Lochen Ratnabhadra,lo chen rat+na bha dra,NULL,NULL
13066,P2CZ7929,,Vairocanavajra,,bai ro tsa na ba dz+ra,བཻ་རོ་ཙ་ན་བ་ཛྲ།,NULL,1,,45,NULL,0,,NULL,M,,Vairocanavajra,bai ro tsa na ba dz+ra,NULL,NULL
13067,P3AG45,Riwoche Jedrung,Tsokye Dorje,ri bo che rje drung,mtsho skyes rdo rje,མཚོ་སྐྱེས་རྡོ་རྗེ།,1530,0,,NULL,1590,0,,NULL,M,,"The First Riwoche Jedrung, Tsokye Dorje",ri bo che rje drung 01 mtsho skyes rdo rje,1,NULL
13068,P3AG46,Riwoche Jedrung,Drakpa Gyeltsen,ri bo che rje drung,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,1591,0,,NULL,1642,0,,NULL,M,,"The Second Riwoche Jedrung, Drakpa Gyeltsen",ri bo che rje drung 02 grags pa rgyal mtshan,2,NULL
13069,P3AG48,Riwoche Jedrung,Drakpa Rinchen Sherab,ri bo che rje drung,grags pa rin chen shes rab,གྲགས་པ་རིན་ཆེན་ཤེས་རབ།,1715,0,,NULL,1743,0,,NULL,M,,"The Fourth Riwoche Jedrung, Drakpa Rinchen Sherab",ri bo che rje drung 04 grags pa rin chen shes rab,4,NULL
13070,P3AG49,Riwoche Jedrung,Rinchen Lekdrub,ri bo che rje drung,rin chen legs grub,རིན་ཆེན་ལེགས་གྲུབ།,1745,0,,NULL,1829,0,,NULL,M,,"The Fifth Riwoche Jedrung, Rinchen Lekdrub",ri bo che rje drung 05 rin chen legs grub,5,NULL
13071,P3AG47,Riwoche Jedrung,Drakpa Lekdrub,ri bo che rje drung,grags pa legs grub,གྲགས་པ་ལེགས་གྲུབ།,1646,1,,NULL,1708,0,,NULL,M,,"The Third Riwoche Jedrung, Drakpa Lekdrub",ri bo che rje drung 03 grags pa legs grub,3,NULL
13072,P2CZ8003,,Gara Lama Sonam Rabten,,mgar ra bla ma bsod nams rab brtan,མགར་ར་བླ་མ་བསོད་ནམས་རབ་བརྟན།,1865,0,,NULL,1936,0,,NULL,M,,Gara Lama Sonam Rabten,mgar ra bla ma bsod nams rab brtan,NULL,NULL
13073,P1AG39,,Chennga Sonam Zangpo,,spyan nga bsod nams bzang po,སྤྱན་ང་བསོད་ནམས་བཟང་པོ།,1380,0,,NULL,1416,0,,NULL,M,,Chennga Sonam Zangpo,spyan nga bsod nams bzang po,NULL,NULL
13074,P1AG59,,Tsangpopa Konchok Sengge,,gtsang po pa dkon mchog seng ge,གཙང་པོ་པ་དཀོན་མཆོག་སེང་གེ།,NULL,0,,NULL,1218,0,,NULL,M,,Tsangpopa Konchok Sengge,gtsang po pa dkon mchog seng ge,NULL,NULL
13075,P8LS76449,,Oluk Darhan Nangso,,U luk Dar han nang su,ཨཱུ་ལུཀ་ཌར་ཧན་ནང་སུ།,1600,0,,65,NULL,0,,NULL,M,,Oluk Darhan Nangso,U luk Dar han nang su,NULL,NULL
13076,P8LS76448,,Kangyurpa,,bka' 'gyur pa,བཀའ་འགྱུར་པ།,NULL,0,,51,NULL,0,,NULL,M,,Kangyurpa,bka' 'gyur pa,NULL,NULL
13077,P3AG56,,Khyeuchung Lotsāwa,,khye'u chung lo tsA ba,ཁྱེའུ་ཆུང་ལོ་ཙཱ་བ།,NULL,0,,30,NULL,0,,32,M,,Khyeuchung Lotsāwa,khye'u chung lo tsA ba,NULL,NULL
13078,P2CZ9156,,Jangsem Sherab Zangpo,,byang sems shes rab bzang po,བྱང་སེམས་ཤེས་རབ་བཟང་པོ།,1395,0,,NULL,1457,0,,NULL,M,,Jangsem Sherab Zangpo,byang sems shes rab bzang po,NULL,NULL
13079,p3ag2,,Meu Gongdzo,,rme'u dgongs mdzod,རྨེའུ་དགོངས་མཛོད།,1038,0,,NULL,1096,0,,NULL,M,,Meu Gongdzo,rme'u dgongs mdzod,NULL,NULL
13080,P11MS159,,Bonzhik Khyungnak,,bon zhig khyung nag,བོན་ཞིག་ཁྱུང་ནག།,1103,0,,NULL,1183,0,,NULL,M,,Bonzhik Khyungnak,bon zhig khyung nag,NULL,NULL
13081,P11MS161,,Dampa Yuzhik,,dam pa g.yu zhig,དམ་པ་གཡུ་ཞིག།,1225,0,,50,NULL,0,,NULL,M,,Dampa Yuzhik,dam pa g.yu zhig,NULL,NULL
13082,P4CN12039,,Kyabje Yongdzin Tsultrim Gyeltsen,,skyabs rje yongs 'dzin tshul khrims rgyal mtshan,སྐྱབས་རྗེ་ཡོངས་འཛིན་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,1893,0,,NULL,1967,0,,NULL,M,,Kyabje Yongdzin Tsultrim Gyeltsen,skyabs rje yongs 'dzin tshul khrims rgyal mtshan,NULL,NULL
13083,P11MS160,,Trulzhik Dombu,,khrul zhig ldom bu,འཁྲུལ་ཞིག་ལྡོམ་བུ།,1150,0,,NULL,NULL,0,,50,M,,Trulzhik Dombu,khrul zhig ldom bu,NULL,NULL
13084,P11MS162,,Zhikpo Kunga,,zhig po kun dga',ཞིག་པོ་ཀུན་དགའ།,NULL,0,,50,NULL,0,,NULL,M,,Zhikpo Kunga,zhig po kun dga',NULL,NULL
13085,,,no [delete],,no [delete],NULL,NULL,0,,NULL,1471,0,,NULL,M,,no [delete],no [delete],NULL,NULL
13086,P11MS163,,Donggom Zhikpo,,ldong sgom zhig po,ལྡོང་སྒོམ་ཞིག་པོ།,NULL,0,,49,NULL,0,,NULL,M,,Donggom Zhikpo,ldong sgom zhig po,NULL,NULL
13087,p3ag3,,Gomchen Barwa,,sgom chen 'bar ba,སྒོམ་ཆེན་འབར་བ།,NULL,0,,44,NULL,0,,46,M,,Gomchen Barwa,sgom chen 'bar ba,NULL,NULL
13088,p3ag4,,Joyung,,jo g.yung,ཇོ་གཡུང།,NULL,0,,45,NULL,0,,NULL,M,,Joyung,jo g.yung,NULL,NULL
13089,p3ag5,,Drilungpa Tsultrim Sherab,,bri lung pa tshul khrims shes rab,འབྲི་ལུང་པ་ཚུལ་ཁྲིམས་ཤེས་རབ།,NULL,0,,45,NULL,0,,NULL,M,,Drilungpa Tsultrim Sherab,bri lung pa tshul khrims shes rab,NULL,NULL
13090,P3AG6,,Yorpo Mepel,,g.yor po me dpal,གཡོར་པོ་མེ་དཔལ།,1134,0,,NULL,1169,0,,NULL,M,,Yorpo Mepel,g.yor po me dpal,NULL,NULL
13091,P3AG7,,Drogon Dutsi Gyeltsen,,gro mgon bdud rtsi rgyal mtshan,འགྲོ་མགོན་བདུད་རྩི་རྒྱལ་མཚན།,NULL,0,,45,NULL,0,,NULL,M,,Drogon Dutsi Gyeltsen,gro mgon bdud rtsi rgyal mtshan,NULL,NULL
13092,p3ag8,,Azha Lodro Gyeltsen,,a zha blo gros rgyal mtshan,འ་ཞ་བློ་གྲོས་རྒྱལ་མཚན།,1198,0,,NULL,1263,0,,NULL,M,,Azha Lodro Gyeltsen,a zha blo gros rgyal mtshan,NULL,NULL
13093,p3ag9,,Druton Dulwa Gyeltsen,,bru ston 'dul ba rgyal mtshan,བྲུ་སྟོན་འདུལ་བ་རྒྱལ་མཚན།,1239,0,,NULL,1293,0,,NULL,M,,Druton Dulwa Gyeltsen,bru ston 'dul ba rgyal mtshan,NULL,NULL
13094,P2AG1,Chakra Tulku,Ngawang Trinle Pelzang,lcags ra sprul sku,ngag dbang 'phrin las dpal bzang,ངག་དབང་འཕྲིན་ལས་དཔལ་བཟང།,1730,0,,NULL,1794,0,,NULL,M,,"The Sixth Chakra Tulku, Ngawang Trinle Pelzang",lcags ra sprul sku 06 ngag dbang 'phrin las dpal bzang,6,NULL
13095,P2AG2,Chakra Tulku,Sanggye Peljor,lcags ra sprul sku,sangs rgyas dpal 'byor,སངས་རྒྱས་དཔལ་འབྱོར།,1449,0,,NULL,1523,0,,NULL,M,,"The First Chakra Tulku, Sanggye Peljor",lcags ra sprul sku 01 sangs rgyas dpal 'byor,1,NULL
13096,P2AG3,Chakra Tulku,Choje Ngawang,lca,chos rje ngag dbang,ཆོས་རྗེ་ངག་དབང།,1525,0,,NULL,1591,0,,NULL,M,,"The Second Chakra Tulku, Choje Ngawang",lca 02 chos rje ngag dbang,2,NULL
13097,P2AG4,Chakra Tulku,Ngawang Chojor Zangpo,lcags ra sprul sku,ngag dbang chos 'byor bzang po,ངག་དབང་ཆོས་འབྱོར་བཟང་པོ།,1595,0,,NULL,1606,0,,NULL,M,,"The Third Chakra Tulku, Ngawang Chojor Zangpo",lcags ra sprul sku 03 ngag dbang chos 'byor bzang po,3,NULL
13098,P2AG5,Chakra Tulku,Ngawang Pelden Gyeltsen Chokyi Wangchuk,lcags ra sprul sku,ngag dbang dpal ldan rgyal mtshan chos kyi dbang phyug,ངག་དབང་དཔལ་ལྡན་རྒྱལ་མཚན་ཆོས་ཀྱི་དབང་ཕྱུག།,1796,0,,NULL,1860,0,,NULL,M,,"The Seventh Chakra Tulku, Ngawang Pelden Gyeltsen Chokyi Wangchuk",lcags ra sprul sku 07 ngag dbang dpal ldan rgyal mtshan chos kyi dbang phyug,7,NULL
13099,P2AG6,Chakra Tulku,Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen,lcags ra sprul sku,ngag dbang bstan pa'i 'byung gnas 'phrin las chos kyi rgyal mtshan,ངག་དབང་བསྟན་པའི་འབྱུང་གནས་འཕྲིན་ལས་ཆོས་ཀྱི་རྒྱལ་མཚན།,1861,0,,NULL,1914,0,,NULL,M,,"The Eighth Chakra Tulku, Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen",lcags ra sprul sku 08 ngag dbang bstan pa'i 'byung gnas 'phrin las chos kyi rgyal mtshan,8,NULL
13100,P2AG7,Chakra Tulku,Lobzang Trinle Namgyel,lcags ra sprul sku,blo bzang 'phrin las rnam rgyal,བློ་བཟང་འཕྲིན་ལས་རྣམ་རྒྱལ།,1915,0,,NULL,1933,0,,NULL,M,,"The Ninth Chakra Tulku, Lobzang Trinle Namgyel",lcags ra sprul sku 09 blo bzang 'phrin las rnam rgyal,9,NULL
13101,P2AG9,Chakra Tulku,Jampel Kelzang Jigme Chokyi Gyeltsen,lcags ra sprul sku,lcags ra sprul sku 10 'jam dpal bskal bzang 'jigs med chos kyi rgyal mtshan,ལྕགས་ར་སྤྲུལ་སྐུ ༡༠ འཇམ་དཔལ་བསྐལ་བཟང་འཇིགས་མེད་ཆོས་ཀྱི་རྒྱལ་མཚན།,1934,0,,NULL,1948,0,,NULL,M,,"The Tenth Chakra Tulku, Jampel Kelzang Jigme Chokyi Gyeltsen",lcags ra sprul sku 10 lcags ra sprul sku 10 'jam dpal bskal bzang 'jigs med chos kyi rgyal mtshan,10,NULL
13102,P2AG8,Kondor Tulku,Lobzang Wangchuk,dkon rdor sprul sku,blo bzang dbang phyug,བློ་བཟང་དབང་ཕྱུག།,1689,0,,NULL,1758,0,,NULL,M,,"The Second Kondor Tulku, Lobzang Wangchuk",dkon rdor sprul sku 02 blo bzang dbang phyug,2,NULL
13103,P2AG11,Kondor Tulku,Lobzang Chokle Namgyel,dkon rdor sprul sku,blo bzang phyogs las rnam rgyal,བློ་བཟང་ཕྱོགས་ལས་རྣམ་རྒྱལ།,1762,0,,NULL,1839,0,,NULL,M,,"The Third Kondor Tulku, Lobzang Chokle Namgyel",dkon rdor sprul sku 03 blo bzang phyogs las rnam rgyal,3,NULL
13104,P2AG12,Kondor Tulku,Lobzang Jampel Tendzin Namgyel,dkon rdor sprul sku,blo bzang 'jam dpal bstan 'dzin rnam rgyal,བློ་བཟང་འཇམ་དཔལ་བསྟན་འཛིན་རྣམ་རྒྱལ།,1840,0,,NULL,1892,0,,NULL,M,,"The Fourth Kondor Tulku, Lobzang Jampel Tendzin Namgyel",dkon rdor sprul sku 04 blo bzang 'jam dpal bstan 'dzin rnam rgyal,4,NULL
13105,P2AG13,Kondor Tulku,Lobzang Namgyel Tendzin Lhundrub,dkon rdor sprul sku,blo bzang 'rnam rgyal bstan 'dzin lhun grub,བློ་བཟང་འརྣམ་རྒྱལ་བསྟན་འཛིན་ལྷུན་གྲུབ།,1894,0,,NULL,1950,0,,NULL,M,,"The Fifth Kondor Tulku, Lobzang Namgyel Tendzin Lhundrub",dkon rdor sprul sku 05 blo bzang 'rnam rgyal bstan 'dzin lhun grub,5,NULL
13106,P2AG14,Gyara Tulku,Konchok Tendzin,rgya ra sprul sku,dkon mchog bstan 'dzin,དཀོན་མཆོག་བསྟན་འཛིན།,1634,0,,NULL,1644,0,,NULL,M,,"The Second Gyara Tulku, Konchok Tendzin",rgya ra sprul sku 02 dkon mchog bstan 'dzin,2,NULL
13107,P2AG15,Gyara Tulku,Lobzang Puntsok Namgyel,rgya ra sprul sku,blo bzang phun tshogs rnam rgyal,བློ་བཟང་ཕུན་ཚོགས་རྣམ་རྒྱལ།,1646,0,,NULL,1676,0,,NULL,M,,"The Third Gyara Tulku, Lobzang Puntsok Namgyel",rgya ra sprul sku 03 blo bzang phun tshogs rnam rgyal,3,NULL
13108,P2AG16,Gyara Tulku,Lobzang Tendzin Trinle,rgya ra sprul sku,blo bzang bstan 'dzin 'phrin las,བློ་བཟང་བསྟན་འཛིན་འཕྲིན་ལས།,1681,0,,NULL,1731,0,,NULL,M,,"The Fourth Gyara Tulku, Lobzang Tendzin Trinle",rgya ra sprul sku 04 blo bzang bstan 'dzin 'phrin las,4,NULL
13109,P2AG17,Gyara Tulku,Kelzang Chodrak Pelden,rgya ra sprul sku,skal bzang chos drags dpal ldan,སྐལ་བཟང་ཆོས་དྲགས་དཔལ་ལྡན།,1734,0,,NULL,1791,0,,NULL,M,,"The Fifth Gyara Tulku, Kelzang Chodrak Pelden",rgya ra sprul sku 05 skal bzang chos drags dpal ldan,5,NULL
13110,P2AG18,Gyara Tulku,Lobzang Chopel,rgya ra sprul sku,blo bzang chos 'phel,བློ་བཟང་ཆོས་འཕེལ།,1792,0,,NULL,1841,0,,NULL,M,,"The Sixth Gyara Tulku, Lobzang Chopel",rgya ra sprul sku 06 blo bzang chos 'phel,6,NULL
13111,P2AG19,,Jampa Taye,,byams pa mtha' yas,བྱམས་པ་མཐའ་ཡས།,1894,0,,NULL,1949,0,,NULL,M,,Jampa Taye,byams pa mtha' yas,NULL,NULL
13112,P2AG20,,Chopel Zangpo,,chos dpal bzang po,ཆོས་དཔལ་བཟང་པོ།,NULL,0,,59,NULL,0,,62,M,,Chopel Zangpo,chos dpal bzang po,NULL,NULL
13113,P2AG23,,Shākya Gyeltsen,,shAkya rgyal mtshan,ཤཱཀྱ་རྒྱལ་མཚན།,NULL,0,,59,NULL,0,,62,M,,Shākya Gyeltsen,shAkya rgyal mtshan,NULL,NULL
13115,p2ag25,,Dru Gyelwa Yungdrung,,bru rgyal ba g.yung drung,བྲུ་རྒྱལ་བ་གཡུང་དྲུང།,1242,0,,NULL,1290,0,,NULL,M,,Dru Gyelwa Yungdrung,bru rgyal ba g.yung drung,NULL,NULL
13116,p3ag10,,Drusha Namkha Wozer,,bru sha nam mkha' 'od zer,བྲུ་ཤ་ནམ་མཁའ་འོད་ཟེར།,NULL,0,,NULL,NULL,0,,NULL,M,,Drusha Namkha Wozer,bru sha nam mkha' 'od zer,NULL,NULL
13117,p3ag12,,Druton Sonam Gyeltsen,,bru ston bsod nams rgyal mtshan,བྲུ་སྟོན་བསོད་ནམས་རྒྱལ་མཚན་།,NULL,0,,49,NULL,0,,NULL,M,,Druton Sonam Gyeltsen,bru ston bsod nams rgyal mtshan,NULL,NULL
13118,P11MS153,,Godzung Lodro Gyeltsen,,sgo dzung blo gros rgyal mtshan,སྒོ་ཛུང་བློ་གྲོས་རྒྱལ་མཚན།,NULL,0,,61,NULL,0,,61,M,,Godzung Lodro Gyeltsen,sgo dzung blo gros rgyal mtshan,NULL,NULL
13119,p3ag13,,Tsungme Sonam Lodro,,mtshungs med bsod nams blo gros,མཚུངས་མེད་བསོད་ནམས་བློ་གྲོས།,NULL,0,,49,NULL,0,,NULL,M,,Tsungme Sonam Lodro,mtshungs med bsod nams blo gros,NULL,NULL
13120,P2AG27,,Drodul Dorji Tenzin,,gro 'dul rdo rje bstan 'dzin,གྲོ་འདུལ་རྡོ་རྗེ་བསྟན་འཛིན།,1927,0,,NULL,2005,0,,NULL,M,,Drodul Dorji Tenzin,gro 'dul rdo rje bstan 'dzin,NULL,NULL
13121,P2AG28,Petseling,Drubtob Namgyel Lhundrub,pad tshal gling,sgrub thob rnam rgyal lhun grub,སྒྲུབ་ཐོབ་རྣམ་རྒྱལ་ལྷུན་གྲུབ།,1718,0,,NULL,1786,0,,NULL,M,,"The First Petseling, Drubtob Namgyel Lhundrub",pad tshal gling 01 sgrub thob rnam rgyal lhun grub,1,NULL
13122,P2AG30,Petseling,Jigme Drodon Dorje,pad tshal gling,jigs med 'gro don rdo rje,འཇིགས་མེད་འགྲོ་དོན་རྡོ་རྗེ།,1853,0,,NULL,1883,0,,NULL,M,,"The Third Petseling, Jigme Drodon Dorje",pad tshal gling 03 'jigs med 'gro don rdo rje,3,NULL
13123,P2AG32,Petseling,Jigme Tenpai Gyeltsen,pad tshal gling,jig med 'bstan pa'i rgyal mtshan,འཇིག་མེད་འབསྟན་པའི་རྒྱལ་མཚན།,1788,0,,NULL,1850,0,,NULL,M,,"The Second Petseling, Jigme Tenpai Gyeltsen",pad tshal gling 02 'jig med 'bstan pa'i rgyal mtshan,2,NULL
13124,P2AG29,,Jigme Kundrol Namgyel,,jigs med kun grol rnam rgyal,འཇིགས་མེད་ཀུན་གྲོལ་རྣམ་རྒྱལ།,1719,0,,NULL,NULL,0,,NULL,M,,Jigme Kundrol Namgyel,jigs med kun grol rnam rgyal,NULL,NULL
13125,P2AG34,Humrel,Namkha Gyeltsen,hum ral,rnam mkha' rgyal mtshan,རྣམ་མཁའ་རྒྱལ་མཚན།,NULL,0,,59,NULL,0,,63,M,,"The First Humrel, Namkha Gyeltsen",hum ral 01 rnam mkha' rgyal mtshan,1,NULL
13126,P2AG35,Petseling,Kunzang Trinle Namgyel,pad tshal gling,kun bzang nge don bstan 'dzin chos rgyal,ཀུན་བཟང་ངེ་དོན་བསྟན་འཛིན་ཆོས་རྒྱལ།,1892,0,,NULL,1957,0,,NULL,M,,"The Fourth Petseling, Kunzang Trinle Namgyel",pad tshal gling 04 kun bzang nge don bstan 'dzin chos rgyal,4,NULL
13127,P2AG36,,Ngawang Tenzin Gyatso,,ngag dbang bstan 'dzin rgya mtsho,ངག་དབང་བསྟན་འཛིན་རྒྱ་མཚོ།,1883,0,,NULL,1966,0,,NULL,M,,Ngawang Tenzin Gyatso,ngag dbang bstan 'dzin rgya mtsho,NULL,NULL
13128,P2AG33,Peling Tukse,Tekchok Tenpai Gyeltsen,pad gling thugs sras,theg mchog bstan pa'i rgyal mtshan,ཐེག་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,1951,0,,NULL,2010,0,,NULL,M,,"The Tenth Peling Tukse, Tekchok Tenpai Gyeltsen",pad gling thugs sras 10 theg mchog bstan pa'i rgyal mtshan,10,NULL
13129,P3AG1,,Tsenden Namgyel Kara,,mtshan ldan rnam rgyal ka ra,མཚན་ལྡན་རྣམ་རྒྱལ་ཀ་ར།,NULL,0,,51,NULL,0,,53,M,,Tsenden Namgyel Kara,mtshan ldan rnam rgyal ka ra,NULL,NULL
13131,P3AG14,,Khedrub Rinchen Lodro,,mkhas grub rin chen blo gros,མཁས་གྲུབ་རིན་ཆེན་བློ་གྲོས།,1350,0,,55,1450,0,,59,M,,Khedrub Rinchen Lodro,mkhas grub rin chen blo gros,NULL,NULL
13132,P3AG15,,Rinchen Gyeltsen,,rin chen rgyal mtshan,རིན་ཆེན་རྒྱལ་མཚན།,NULL,0,,53,NULL,0,,57,M,,Rinchen Gyeltsen,rin chen rgyal mtshan,NULL,NULL
13133,P3AG16,Gangteng,Kunzang Trinle Namgyel,sgang steng,kun bzang 'phrin las rnam rgyal,ཀུན་བཟང་འཕྲིན་ལས་རྣམ་རྒྱལ།,1727,0,,NULL,1758,0,,NULL,M,,"The Third Gangteng, Kunzang Trinle Namgyel",sgang steng 03 kun bzang 'phrin las rnam rgyal,3,NULL
13134,P3AG17,,Katokpa Jangchub Gyeltsen,,kaH thog pa byang chub rgyal mtshan,ཀཿ་ཐོག་པ་བྱང་ཆུབ་རྒྱལ་མཚན།,NULL,0,,53,NULL,0,,57,M,,Katokpa Jangchub Gyeltsen,kaH thog pa byang chub rgyal mtshan,NULL,NULL
13135,P3AG18,,Namtrul Namkha Yeshe,,rnam sprul nam mkha' ye shes,རྣམ་སྤྲུལ་ནམ་མཁའ་ཡེ་ཤེས།,1446,0,,NULL,NULL,0,,NULL,M,,Namtrul Namkha Yeshe,rnam sprul nam mkha' ye shes,NULL,NULL
13139,P3AG24,,Ayu Khandro Dorje Peldron,,a g.yu mkha' 'gro rdo rje dpal sgron,ཨ་གཡུ་མཁའ་འགྲོ་རྡོ་རྗེ་དཔལ་སྒྲོན།,1839,0,,NULL,1953,0,,NULL,F,,Ayu Khandro Dorje Peldron,a g.yu mkha' 'gro rdo rje dpal sgron,NULL,NULL
13140,P3AG25,,Khedrub Kunzang Gyeltsen,,mkhas grub kun bzang rgyal mtshan,མཁས་གྲུབ་ཀུན་བཟང་རྒྱལ་མཚན།,NULL,0,,57,NULL,0,,NULL,M,,Khedrub Kunzang Gyeltsen,mkhas grub kun bzang rgyal mtshan,NULL,NULL
13141,p1019,,Sanggye Won Drakpa Pel,,sangs rgyas dbon grags pa dpal,སངས་རྒྱས་དབོན་གྲགས་པ་དཔལ།,1251,0,,NULL,1296,0,,NULL,M,http://www.himalayanart.org/image.cfm?icode=85903,Sanggye Won Drakpa Pel,sangs rgyas dbon grags pa dpal,NULL,NULL
13142,P3AG26,Gangteng,Tenpai Nyima,sgang steng,bstan pa'i nyi ma,བསྟན་པའི་ཉི་མ།,1838,0,,NULL,1874,0,,NULL,M,,"The Sixth Gangteng, Tenpai Nyima",sgang steng 06 bstan pa'i nyi ma,6,NULL
13143,P3AG27,Gangteng,Orgyen Tenpai Nyinje,sgang steng,o rgyan bstan pa'i nyin byed,ཨོ་རྒྱན་བསྟན་པའི་ཉིན་བྱེད།,1875,0,,NULL,1905,0,,NULL,M,,"The Seventh Gangteng, Orgyen Tenpai Nyinje",sgang steng 07 o rgyan bstan pa'i nyin byed,7,NULL
13144,p3ag28,NULL,Orgyen Trinle Dorje,NULL,o rgyan 'phrin las rdo rje,NULL,1906,0,,NULL,1949,0,,NULL,M,,Orgyen Trinle Dorje,o rgyan 'phrin las rdo rje,NULL,NULL
13145,P3AG29,Gangteng,Tendzin Sizhi Namgyel,sgang steng,bstan 'dzin srid zhi rnam rgyal,བསྟན་འཛིན་སྲིད་ཞི་རྣམ་རྒྱལ།,1759,0,,NULL,1790,0,,NULL,M,,"The Fourth Gangteng, Tendzin Sizhi Namgyel",sgang steng 04 bstan 'dzin srid zhi rnam rgyal,4,NULL
13146,P3AG30,Gangteng,Orgyen Gelek Namgyel,sgang steng,o rgyan dge legs rnam rgyal,ཨོ་རྒྱན་དགེ་ལེགས་རྣམ་རྒྱལ།,1792,0,,NULL,1840,0,,NULL,M,,"The Fifth Gangteng, Orgyen Gelek Namgyel",sgang steng 05 o rgyan dge legs rnam rgyal,5,NULL
13147,P3AG31,,Drubwang Drakpa Gyeltsen,,grub dbang grags pa rgyal mtshan,གྲུབ་དབང་གྲགས་པ་རྒྱལ་མཚན།,NULL,0,,71,NULL,0,,NULL,M,,Drubwang Drakpa Gyeltsen,grub dbang grags pa rgyal mtshan,NULL,NULL
13148,P3JM110,Dzogchen Kongtrul,Konchok Tenpai Gyeltsen,rdzogs chen kong sprul,dkon mchog bstan pa'i rgyal mtshan,དཀོན་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,1900,1,,NULL,1952,1,,NULL,M,,"The First Dzogchen Kongtrul, Konchok Tenpai Gyeltsen",rdzogs chen kong sprul 01 dkon mchog bstan pa'i rgyal mtshan,1,NULL
13149,P3AG39,Dzogchen Kongtrul,Konchok Jigme Wangpo,rdzogs chen kong sprul,dkon mchog 'jigs med dbang po,དཀོན་མཆོག་འཇིགས་མེད་དབང་པོ།,1953,0,,NULL,1961,0,,NULL,M,,"The Second Dzogchen Kongtrul, Konchok Jigme Wangpo",rdzogs chen kong sprul 02 dkon mchog 'jigs med dbang po,2,NULL
13150,P3AG40,Dzogchen Khyentse,Zhonnu Lodro,rdzogs chen mkhyen brtse,gzhon nu blo gros,གཞོན་ནུ་བློ་གྲོས།,1937,0,,NULL,1959,0,,NULL,M,,"The Second Dzogchen Khyentse, Zhonnu Lodro",rdzogs chen mkhyen brtse 02 gzhon nu blo gros,2,NULL
13151,P3AG41,Dzogchen Ponlob,Konchok Tenpai Nyima,rdzogs chen dpon slob,dkon mchog bstan pa'i nyi ma,དཀོན་མཆོག་བསྟན་པའི་ཉི་མ།,1889,1,,NULL,1924,1,,NULL,M,,"The Fifth Dzogchen Ponlob, Konchok Tenpai Nyima",rdzogs chen dpon slob 05 dkon mchog bstan pa'i nyi ma,5,NULL
13152,P3AG42,Dzogchen Ponlob,Jikdrel Tsewang Dorje,rdzogs chen dpon slob,jigs bral tshe dbang rdo rje,འཇིགས་བྲལ་ཚེ་དབང་རྡོ་རྗེ།,1925,0,,NULL,1962,0,,NULL,M,,"The Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje",rdzogs chen dpon slob 06 'jigs bral tshe dbang rdo rje,6,NULL
13157,P3AG52,,Gyakob Tulku Kunzang,,rgya khob sprul sku kun bzang,རྒྱ་ཁོབ་སྤྲུལ་སྐུ་ཀུན་བཟང།,1875,0,,76,1925,0,,78,M,,Gyakob Tulku Kunzang,rgya khob sprul sku kun bzang,NULL,NULL
13162,P3AG54,Gemang,Garwang Lerab Lingpa,dge mang,gar dbang las rab gling pa,གར་དབང་ལས་རབ་གླིང་པ།,1930,0,,NULL,1959,0,,NULL,M,,"The Third Gemang, Garwang Lerab Lingpa",dge mang 03 gar dbang las rab gling pa,3,NULL
13163,P3AG53,Gemang,Tenpai Nyima,dge mang,bstan pa'i nyi ma,བསྟན་པའི་ཉི་མ།,1857,1,,NULL,1925,0,,NULL,M,,"The Second Gemang, Tenpai Nyima",dge mang 02 bstan pa'i nyi ma,2,NULL
13164,P1KT4,,Nangzher Lopo,,snang bzher lod po,སྣང་བཞེར་ལོད་པོ།,NULL,0,,NULL,NULL,0,,NULL,M,,Nangzher Lopo,snang bzher lod po,NULL,NULL
13165,P1KT7,,Tongyung Tuchen,,stong rgyung mthu chen,སྟོང་རྒྱུང་མཐུ་ཆེན།,NULL,0,,NULL,NULL,0,,NULL,M,,Tongyung Tuchen,stong rgyung mthu chen,NULL,NULL
13166,P1PD102803,Tongkhor,Ngawang Dogyu Yonten Rabgye,stong 'khor,ngag dbang mdo rgyud yon tan rab rgyas,ངག་དབང་མདོ་རྒྱུད་ཡོན་ཏན་རབ་རྒྱས།,1853,0,,NULL,1895,0,,NULL,M,,"The Eighth Tongkhor, Ngawang Dogyu Yonten Rabgye",stong 'khor 08 ngag dbang mdo rgyud yon tan rab rgyas,8,NULL
