TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Tibetan,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Display name English,Display name Wylie,Ordinal,Display name Tibetan,Wikidata ID,Lotsawa House URL,HAR URL
11757,P8993,,"prats, ramon",en,,"prats, ramon","པྲཙ,་རམོན།",,0,,,,0,,,M,"prats, ramon","prats, ramon",,"པྲཙ,་རམོན།",,,
11758,P8994,,chi med rgyal po,bo-x-ewts,,chi med rgyal po,འཆི་མེད་རྒྱལ་པོ།,,0,,,,0,,,M,chi med rgyal po,chi med rgyal po,,འཆི་མེད་རྒྱལ་པོ།,,,
11759,P8995,,a cog,bo-x-ewts,,a cog,ཨ་ཅོག།,,0,,,,0,,,M,a cog,a cog,,ཨ་ཅོག།,,,
11760,P8996,,bsod nams stobs rgyas,bo-x-ewts,,bsod nams stobs rgyas,བསོད་ནམས་སྟོབས་རྒྱས།,,0,,,,0,,,M,bsod nams stobs rgyas,bsod nams stobs rgyas,,བསོད་ནམས་སྟོབས་རྒྱས།,,,
11761,P8997,,ye shes smon lam,bo-x-ewts,,ye shes smon lam,ཡེ་ཤེས་སྨོན་ལམ།,,0,,,,0,,,M,ye shes smon lam,ye shes smon lam,,ཡེ་ཤེས་སྨོན་ལམ།,,,
11762,P8998,,blo bzang byams pa,bo-x-ewts,,blo bzang byams pa,བློ་བཟང་བྱམས་པ།,,0,,,,0,,,M,blo bzang byams pa,blo bzang byams pa,,བློ་བཟང་བྱམས་པ།,,,
11763,P8999,,ye shes kun dga',bo-x-ewts,,ye shes kun dga',ཡེ་ཤེས་ཀུན་དགའ།,,0,,,,0,,,M,ye shes kun dga',ye shes kun dga',,ཡེ་ཤེས་ཀུན་དགའ།,,,
11764,P9,,gzhan phan dbang po,bo-x-ewts,,gzhan phan dbang po,གཞན་ཕན་དབང་པོ།,,0,,,,0,,,M,gzhan phan dbang po,gzhan phan dbang po,,གཞན་ཕན་དབང་པོ།,,,
11765,P90,,nyi thog pa,bo-x-ewts,,nyi thog pa,ཉི་ཐོག་པ།,,0,,,,0,,,M,nyi thog pa,nyi thog pa,,ཉི་ཐོག་པ།,,,
11766,P900,,dkon mchog rgyal po,bo-x-ewts,,dkon mchog rgyal po,དཀོན་མཆོག་རྒྱལ་པོ།,,0,,,,0,,,M,dkon mchog rgyal po,dkon mchog rgyal po,,དཀོན་མཆོག་རྒྱལ་པོ།,,,
11767,P9000,,skal bzang bkra shis,bo-x-ewts,,skal bzang bkra shis,སྐལ་བཟང་བཀྲ་ཤིས།,,0,,,,0,,,M,skal bzang bkra shis,skal bzang bkra shis,,སྐལ་བཟང་བཀྲ་ཤིས།,,,
11768,P9001,,dkon mchog lha skyabs,bo-x-ewts,,dkon mchog lha skyabs,དཀོན་མཆོག་ལྷ་སྐྱབས།,,0,,,,0,,,M,dkon mchog lha skyabs,dkon mchog lha skyabs,,དཀོན་མཆོག་ལྷ་སྐྱབས།,,,
11769,P9002,,rnam rgyal dbang phyug,bo-x-ewts,,rnam rgyal dbang phyug,རྣམ་རྒྱལ་དབང་ཕྱུག།,,0,,,,0,,,M,rnam rgyal dbang phyug,rnam rgyal dbang phyug,,རྣམ་རྒྱལ་དབང་ཕྱུག།,,,
11770,P9003,,bsam zur chos 'phel,bo-x-ewts,,bsam zur chos 'phel,བསམ་ཟུར་ཆོས་འཕེལ།,,0,,,,0,,,M,bsam zur chos 'phel,bsam zur chos 'phel,,བསམ་ཟུར་ཆོས་འཕེལ།,,,
11771,P9004,,bkra shis tshe ring,bo-x-ewts,,bkra shis tshe ring,བཀྲ་ཤིས་ཚེ་རིང།,,0,,,,0,,,M,bkra shis tshe ring,bkra shis tshe ring,,བཀྲ་ཤིས་ཚེ་རིང།,,,
11772,P9005,,khung ching tsung,bo-x-ewts,,khung ching tsung,ཁུང་ཆིང་ཙུང།,,0,,,,0,,,M,khung ching tsung,khung ching tsung,,ཁུང་ཆིང་ཙུང།,,,
11773,P9006,,smra'o lcog pa bstan 'dzin rgya mtsho,bo-x-ewts,,smra'o lcog pa bstan 'dzin rgya mtsho,སྨྲའོ་ལྕོག་པ་བསྟན་འཛིན་རྒྱ་མཚོ།,,0,,,,0,,,M,smra'o lcog pa bstan 'dzin rgya mtsho,smra'o lcog pa bstan 'dzin rgya mtsho,,སྨྲའོ་ལྕོག་པ་བསྟན་འཛིན་རྒྱ་མཚོ།,,,
11774,P9007,,blo bzang thub bstan,bo-x-ewts,,blo bzang thub bstan,བློ་བཟང་ཐུབ་བསྟན།,,0,,,,0,,,M,blo bzang thub bstan,blo bzang thub bstan,,བློ་བཟང་ཐུབ་བསྟན།,,,
11775,P9008,,lha smon bsod nams lhun grub,bo-x-ewts,,lha smon bsod nams lhun grub,ལྷ་སྨོན་བསོད་ནམས་ལྷུན་གྲུབ།,,0,,,,0,,,M,lha smon bsod nams lhun grub,lha smon bsod nams lhun grub,,ལྷ་སྨོན་བསོད་ནམས་ལྷུན་གྲུབ།,,,
11776,P9009,,blo bzang rgya mtsho,bo-x-ewts,,blo bzang rgya mtsho,བློ་བཟང་རྒྱ་མཚོ།,,0,,,,0,,,M,blo bzang rgya mtsho,blo bzang rgya mtsho,,བློ་བཟང་རྒྱ་མཚོ།,,,
11777,P901,,kun dga' rgya mtsho,bo-x-ewts,,kun dga' rgya mtsho,ཀུན་དགའ་རྒྱ་མཚོ།,,0,,,,0,,,M,kun dga' rgya mtsho,kun dga' rgya mtsho,,ཀུན་དགའ་རྒྱ་མཚོ།,,,
11778,P9010,,a krung bkra shis,bo-x-ewts,,a krung bkra shis,ཨ་ཀྲུང་བཀྲ་ཤིས།,,0,,,,0,,,M,a krung bkra shis,a krung bkra shis,,ཨ་ཀྲུང་བཀྲ་ཤིས།,,,
11779,P9011,Demo,Trinle Rabgye,en,de mo,phrin las rab rgyas,འཕྲིན་ལས་རབ་རྒྱས།,,0,,,,0,,,M,"The Tenth Demo, Trinle Rabgye",de mo 10 'phrin las rab rgyas,10,དེ་མོ ༡༠ འཕྲིན་ལས་རབ་རྒྱས།,,,
11780,P9012,,thub bstan chos 'phel,bo-x-ewts,,thub bstan chos 'phel,ཐུབ་བསྟན་ཆོས་འཕེལ།,,0,,,,0,,,M,thub bstan chos 'phel,thub bstan chos 'phel,,ཐུབ་བསྟན་ཆོས་འཕེལ།,,,
11781,P9013,,ye shes dgra 'dul,bo-x-ewts,,ye shes dgra 'dul,ཡེ་ཤེས་དགྲ་འདུལ།,,0,,,,0,,,M,ye shes dgra 'dul,ye shes dgra 'dul,,ཡེ་ཤེས་དགྲ་འདུལ།,,,
11782,P9014,,zla mchog,bo-x-ewts,,zla mchog,ཟླ་མཆོག།,,0,,,,0,,,M,zla mchog,zla mchog,,ཟླ་མཆོག།,,,
11783,P9015,,shing sdong,bo-x-ewts,,shing sdong,ཤིང་སྡོང།,,0,,,,0,,,M,shing sdong,shing sdong,,ཤིང་སྡོང།,,,
11784,P9016,,bde rab tshe rdor,bo-x-ewts,,bde rab tshe rdor,བདེ་རབ་ཚེ་རྡོར།,,0,,,,0,,,M,bde rab tshe rdor,bde rab tshe rdor,,བདེ་རབ་ཚེ་རྡོར།,,,
11785,P9017,,dpal 'byor,bo-x-ewts,,dpal 'byor,དཔལ་འབྱོར།,,0,,,,0,,,M,dpal 'byor,dpal 'byor,,དཔལ་འབྱོར།,,,
11786,P9018,,bsod nams dpal 'byor,bo-x-ewts,,bsod nams dpal 'byor,བསོད་ནམས་དཔལ་འབྱོར།,,0,,,,0,,,M,bsod nams dpal 'byor,bsod nams dpal 'byor,,བསོད་ནམས་དཔལ་འབྱོར།,,,
11787,P9019,,rgyal mtshan phun tshogs,bo-x-ewts,,rgyal mtshan phun tshogs,རྒྱལ་མཚན་ཕུན་ཚོགས།,,0,,,,0,,,M,rgyal mtshan phun tshogs,rgyal mtshan phun tshogs,,རྒྱལ་མཚན་ཕུན་ཚོགས།,,,
11788,P902,,shes rab rgya mtsho,bo-x-ewts,,shes rab rgya mtsho,ཤེས་རབ་རྒྱ་མཚོ།,,0,,,,0,,,M,shes rab rgya mtsho,shes rab rgya mtsho,,ཤེས་རབ་རྒྱ་མཚོ།,,,
11789,P9020,,dkon mchog 'byung gnas,bo-x-ewts,,dkon mchog 'byung gnas,དཀོན་མཆོག་འབྱུང་གནས།,,0,,,,0,,,M,dkon mchog 'byung gnas,dkon mchog 'byung gnas,,དཀོན་མཆོག་འབྱུང་གནས།,,,
11790,P9021,,Surkhang Wangchen Tseten,en,,zur khang dbang chen tshe brtan,ཟུར་ཁང་དབང་ཆེན་ཚེ་བརྟན།,1891,0,,,1953,0,,,M,Surkhang Wangchen Tseten,zur khang dbang chen tshe brtan,,ཟུར་ཁང་དབང་ཆེན་ཚེ་བརྟན།,,,
11791,P9022,,bstan 'dzin rgya mtsho,bo-x-ewts,,bstan 'dzin rgya mtsho,བསྟན་འཛིན་རྒྱ་མཚོ།,,0,,,,0,,,M,bstan 'dzin rgya mtsho,bstan 'dzin rgya mtsho,,བསྟན་འཛིན་རྒྱ་མཚོ།,,,
11792,P9023,,jam dpal rgyal mtshan,bo-x-ewts,,jam dpal rgyal mtshan,འཇམ་དཔལ་རྒྱལ་མཚན།,,0,,,,0,,,M,jam dpal rgyal mtshan,jam dpal rgyal mtshan,,འཇམ་དཔལ་རྒྱལ་མཚན།,,,
11793,P9024,,bde smon rnam rgyal phun tshogs,bo-x-ewts,,bde smon rnam rgyal phun tshogs,བདེ་སྨོན་རྣམ་རྒྱལ་ཕུན་ཚོགས།,,0,,,,0,,,M,bde smon rnam rgyal phun tshogs,bde smon rnam rgyal phun tshogs,,བདེ་སྨོན་རྣམ་རྒྱལ་ཕུན་ཚོགས།,,,
11794,P9025,,bde smon g.yung drung sgrol ma,bo-x-ewts,,bde smon g.yung drung sgrol ma,བདེ་སྨོན་གཡུང་དྲུང་སྒྲོལ་མ།,,0,,,,0,,,F,bde smon g.yung drung sgrol ma,bde smon g.yung drung sgrol ma,,བདེ་སྨོན་གཡུང་དྲུང་སྒྲོལ་མ།,,,
11795,P9026,,phran rtsa rta mgrin rgyal po,bo-x-ewts,,phran rtsa rta mgrin rgyal po,ཕྲན་རྩ་རྟ་མགྲིན་རྒྱལ་པོ།,,0,,,,0,,,M,phran rtsa rta mgrin rgyal po,phran rtsa rta mgrin rgyal po,,ཕྲན་རྩ་རྟ་མགྲིན་རྒྱལ་པོ།,,,
11796,P9027,,Tseten Chodzom,en,,tshe brtan chos 'dzoms,ཚེ་བརྟན་ཆོས་འཛོམས།,1890,1,,,1959,0,,,F,Tseten Chodzom,tshe brtan chos 'dzoms,,ཚེ་བརྟན་ཆོས་འཛོམས།,,,
11797,P9028,,zur khang lha dbang stobs rgyal,bo-x-ewts,,zur khang lha dbang stobs rgyal,ཟུར་ཁང་ལྷ་དབང་སྟོབས་རྒྱལ།,,0,,,,0,,,M,zur khang lha dbang stobs rgyal,zur khang lha dbang stobs rgyal,,ཟུར་ཁང་ལྷ་དབང་སྟོབས་རྒྱལ།,,,
11798,P9029,,Yuthok Dorje Yudon,en,,g.yu thog lha lcam rdo rje g.yu sgron,གཡུ་ཐོག་ལྷ་ལྕམ་རྡོ་རྗེ་གཡུ་སྒྲོན།,1912,0,,,1998,0,,,F,Yuthok Dorje Yudon,g.yu thog lha lcam rdo rje g.yu sgron,,གཡུ་ཐོག་ལྷ་ལྕམ་རྡོ་རྗེ་གཡུ་སྒྲོན།,,,
11799,P903,,ngag dbang rgya mtsho,bo-x-ewts,,ngag dbang rgya mtsho,ངག་དབང་རྒྱ་མཚོ།,,0,,,,0,,,M,ngag dbang rgya mtsho,ngag dbang rgya mtsho,,ངག་དབང་རྒྱ་མཚོ།,,,
11800,P9030,,rong brag lcam lha sgron,bo-x-ewts,,rong brag lcam lha sgron,རོང་བྲག་ལྕམ་ལྷ་སྒྲོན།,,0,,,,0,,,F,rong brag lcam lha sgron,rong brag lcam lha sgron,,རོང་བྲག་ལྕམ་ལྷ་སྒྲོན།,,,
11801,P9031,,mkhyen rab dbang phyug,bo-x-ewts,,mkhyen rab dbang phyug,མཁྱེན་རབ་དབང་ཕྱུག།,,0,,,,0,,,M,mkhyen rab dbang phyug,mkhyen rab dbang phyug,,མཁྱེན་རབ་དབང་ཕྱུག།,,,
11802,P9032,,khrang zhi wu'u,bo-x-ewts,,khrang zhi wu'u,ཁྲང་ཞི་ཝུའུ།,,0,,,,0,,,M,khrang zhi wu'u,khrang zhi wu'u,,ཁྲང་ཞི་ཝུའུ།,,,
11803,P9033,,blo bzang bstan 'dzin,bo-x-ewts,,blo bzang bstan 'dzin,བློ་བཟང་བསྟན་འཛིན།,,0,,,,0,,,M,blo bzang bstan 'dzin,blo bzang bstan 'dzin,,བློ་བཟང་བསྟན་འཛིན།,,,
11804,P9034,,dge rgyas pa bstan 'dzin rdo rje,bo-x-ewts,,dge rgyas pa bstan 'dzin rdo rje,དགེ་རྒྱས་པ་བསྟན་འཛིན་རྡོ་རྗེ།,,0,,,,0,,,M,dge rgyas pa bstan 'dzin rdo rje,dge rgyas pa bstan 'dzin rdo rje,,དགེ་རྒྱས་པ་བསྟན་འཛིན་རྡོ་རྗེ།,,,
11805,P9035,,phrin las dar rgyas,bo-x-ewts,,phrin las dar rgyas,འཕྲིན་ལས་དར་རྒྱས།,,0,,,,0,,,M,phrin las dar rgyas,phrin las dar rgyas,,འཕྲིན་ལས་དར་རྒྱས།,,,
11806,P9036,,mgon po bsod nams,bo-x-ewts,,mgon po bsod nams,མགོན་པོ་བསོད་ནམས།,1869,0,,,,0,,,M,mgon po bsod nams,mgon po bsod nams,,མགོན་པོ་བསོད་ནམས།,,,
11807,P9037,,lding bya tshe ring rdo rje,bo-x-ewts,,lding bya tshe ring rdo rje,ལྡིང་བྱ་ཚེ་རིང་རྡོ་རྗེ།,,0,,,,0,,,M,lding bya tshe ring rdo rje,lding bya tshe ring rdo rje,,ལྡིང་བྱ་ཚེ་རིང་རྡོ་རྗེ།,,,
11808,P9038,,shes rab rgya mtsho,bo-x-ewts,,shes rab rgya mtsho,ཤེས་རབ་རྒྱ་མཚོ།,,0,,,,0,,,M,shes rab rgya mtsho,shes rab rgya mtsho,,ཤེས་རབ་རྒྱ་མཚོ།,,,
11809,P9039,,o rgyan rdo rje,bo-x-ewts,,o rgyan rdo rje,ཨོ་རྒྱན་རྡོ་རྗེ།,,0,,,,0,,,M,o rgyan rdo rje,o rgyan rdo rje,,ཨོ་རྒྱན་རྡོ་རྗེ།,,,
11810,P904,,byams pa rgya mtsho,bo-x-ewts,,byams pa rgya mtsho,བྱམས་པ་རྒྱ་མཚོ།,,0,,,,0,,,M,byams pa rgya mtsho,byams pa rgya mtsho,,བྱམས་པ་རྒྱ་མཚོ།,,,
11811,P9040,,pa sangs don grub,bo-x-ewts,,pa sangs don grub,པ་སངས་དོན་གྲུབ།,,0,,,,0,,,M,pa sangs don grub,pa sangs don grub,,པ་སངས་དོན་གྲུབ།,,,
11812,P9041,,bkra shis tshe ring,bo-x-ewts,,bkra shis tshe ring,བཀྲ་ཤིས་ཚེ་རིང།,,0,,,,0,,,M,bkra shis tshe ring,bkra shis tshe ring,,བཀྲ་ཤིས་ཚེ་རིང།,,,
11813,P9042,,bsod nams stobs rgyal,bo-x-ewts,,bsod nams stobs rgyal,བསོད་ནམས་སྟོབས་རྒྱལ།,,0,,,,0,,,M,bsod nams stobs rgyal,bsod nams stobs rgyal,,བསོད་ནམས་སྟོབས་རྒྱལ།,,,
11814,P9043,,thub bstan bsam mchog,bo-x-ewts,,thub bstan bsam mchog,ཐུབ་བསྟན་བསམ་མཆོག།,,0,,,,0,,,M,thub bstan bsam mchog,thub bstan bsam mchog,,ཐུབ་བསྟན་བསམ་མཆོག།,,,
11815,P9044,,dpal 'byor 'jigs med,bo-x-ewts,,dpal 'byor 'jigs med,དཔལ་འབྱོར་འཇིགས་མེད།,,0,,,,0,,,M,dpal 'byor 'jigs med,dpal 'byor 'jigs med,,དཔལ་འབྱོར་འཇིགས་མེད།,,,
11816,P9045,,jam dpal 'phrin las,bo-x-ewts,,jam dpal 'phrin las,འཇམ་དཔལ་འཕྲིན་ལས།,,0,,,,0,,,M,jam dpal 'phrin las,jam dpal 'phrin las,,འཇམ་དཔལ་འཕྲིན་ལས།,,,
11817,P9046,,nor bu dbang 'dus,bo-x-ewts,,nor bu dbang 'dus,ནོར་བུ་དབང་འདུས།,,0,,,,0,,,M,nor bu dbang 'dus,nor bu dbang 'dus,,ནོར་བུ་དབང་འདུས།,,,
11818,P9047,,jigs med rnam rgyal,bo-x-ewts,,jigs med rnam rgyal,འཇིགས་མེད་རྣམ་རྒྱལ།,,0,,,,0,,,M,jigs med rnam rgyal,jigs med rnam rgyal,,འཇིགས་མེད་རྣམ་རྒྱལ།,,,
11819,P9048,,ye shes bstan 'dzin,bo-x-ewts,,ye shes bstan 'dzin,ཡེ་ཤེས་བསྟན་འཛིན།,,0,,,,0,,,M,ye shes bstan 'dzin,ye shes bstan 'dzin,,ཡེ་ཤེས་བསྟན་འཛིན།,,,
11820,P9049,,jam dpal,bo-x-ewts,,jam dpal,འཇམ་དཔལ།,,0,,,,0,,,M,jam dpal,jam dpal,,འཇམ་དཔལ།,,,
11821,P905,,sangs rgyas rgya mtsho,bo-x-ewts,,sangs rgyas rgya mtsho,སངས་རྒྱས་རྒྱ་མཚོ།,,0,,,,0,,,M,sangs rgyas rgya mtsho,sangs rgyas rgya mtsho,,སངས་རྒྱས་རྒྱ་མཚོ།,,,
11822,P9050,,ngag dbang phun tshogs,bo-x-ewts,,ngag dbang phun tshogs,ངག་དབང་ཕུན་ཚོགས།,,0,,,,0,,,M,ngag dbang phun tshogs,ngag dbang phun tshogs,,ངག་དབང་ཕུན་ཚོགས།,,,
11823,P9051,,thub bstan chos rgyal,bo-x-ewts,,thub bstan chos rgyal,ཐུབ་བསྟན་ཆོས་རྒྱལ།,,0,,,,0,,,M,thub bstan chos rgyal,thub bstan chos rgyal,,ཐུབ་བསྟན་ཆོས་རྒྱལ།,,,
11824,P9052,,dbang ku'e,bo-x-ewts,,dbang ku'e,དབང་ཀུའེ།,,0,,,,0,,,M,dbang ku'e,dbang ku'e,,དབང་ཀུའེ།,,,
11825,P9053,,hren krung yus,bo-x-ewts,,hren krung yus,ཧྲེན་ཀྲུང་ཡུས།,,0,,,,0,,,M,hren krung yus,hren krung yus,,ཧྲེན་ཀྲུང་ཡུས།,,,
11826,P9054,,hren yon ca,bo-x-ewts,,hren yon ca,ཧྲེན་ཡོན་ཅ།,,0,,,,0,,,M,hren yon ca,hren yon ca,,ཧྲེན་ཡོན་ཅ།,,,
11827,P9055,,sle zur 'jigs med dbang phyug,bo-x-ewts,,sle zur 'jigs med dbang phyug,སླེ་ཟུར་འཇིགས་མེད་དབང་ཕྱུག།,,0,,,,0,,,M,sle zur 'jigs med dbang phyug,sle zur 'jigs med dbang phyug,,སླེ་ཟུར་འཇིགས་མེད་དབང་ཕྱུག།,,,
11828,P9056,,bde zur rin chen dbang 'dus,bo-x-ewts,,bde zur rin chen dbang 'dus,བདེ་ཟུར་རིན་ཆེན་དབང་འདུས།,,0,,,,0,,,M,bde zur rin chen dbang 'dus,bde zur rin chen dbang 'dus,,བདེ་ཟུར་རིན་ཆེན་དབང་འདུས།,,,
11829,P9057,,lcam grwa nor bzang,bo-x-ewts,,lcam grwa nor bzang,ལྕམ་གྲྭ་ནོར་བཟང།,,0,,,,0,,,M,lcam grwa nor bzang,lcam grwa nor bzang,,ལྕམ་གྲྭ་ནོར་བཟང།,,,
11830,P9058,,kun dga' chos bzang,bo-x-ewts,,kun dga' chos bzang,ཀུན་དགའ་ཆོས་བཟང།,,0,,,,0,,,M,kun dga' chos bzang,kun dga' chos bzang,,ཀུན་དགའ་ཆོས་བཟང།,,,
11831,P9059,,stag sna rnam rgyal tshe dbang,bo-x-ewts,,stag sna rnam rgyal tshe dbang,སྟག་སྣ་རྣམ་རྒྱལ་ཚེ་དབང།,1891,0,,,,0,,,M,stag sna rnam rgyal tshe dbang,stag sna rnam rgyal tshe dbang,,སྟག་སྣ་རྣམ་རྒྱལ་ཚེ་དབང།,,,
11832,P906,,dge legs mchog grub bstan 'dzin,bo-x-ewts,,dge legs mchog grub bstan 'dzin,དགེ་ལེགས་མཆོག་གྲུབ་བསྟན་འཛིན།,1672,0,,,1719,0,,,M,dge legs mchog grub bstan 'dzin,dge legs mchog grub bstan 'dzin,,དགེ་ལེགས་མཆོག་གྲུབ་བསྟན་འཛིན།,,,
11833,P9060,,khren cin pa'o,bo-x-ewts,,khren cin pa'o,ཁྲེན་ཅིན་པའོ།,,0,,,,0,,,M,khren cin pa'o,khren cin pa'o,,ཁྲེན་ཅིན་པའོ།,,,
11834,P9061,,rgyal mtshan bstan 'phel,bo-x-ewts,,rgyal mtshan bstan 'phel,རྒྱལ་མཚན་བསྟན་འཕེལ།,,0,,,,0,,,M,rgyal mtshan bstan 'phel,rgyal mtshan bstan 'phel,,རྒྱལ་མཚན་བསྟན་འཕེལ།,,,
11835,P9062,,seng+ge rin chen,bo-x-ewts,,seng+ge rin chen,སེངྒེ་རིན་ཆེན།,,0,,,,0,,,M,seng+ge rin chen,seng+ge rin chen,,སེངྒེ་རིན་ཆེན།,,,
11836,P9063,,sgyis tshang sngags rams pa,bo-x-ewts,,sgyis tshang sngags rams pa,སྒྱིས་ཚང་སྔགས་རམས་པ།,,0,,,,0,,,M,sgyis tshang sngags rams pa,sgyis tshang sngags rams pa,,སྒྱིས་ཚང་སྔགས་རམས་པ།,,,
11837,P9064,,dkon mchog rgyal mtshan,bo-x-ewts,,dkon mchog rgyal mtshan,དཀོན་མཆོག་རྒྱལ་མཚན།,,0,,,,0,,,M,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,,དཀོན་མཆོག་རྒྱལ་མཚན།,,,
11838,P9065,,blo bzang legs bshad rgya mtsho,bo-x-ewts,,blo bzang legs bshad rgya mtsho,བློ་བཟང་ལེགས་བཤད་རྒྱ་མཚོ།,,0,,,,0,,,M,blo bzang legs bshad rgya mtsho,blo bzang legs bshad rgya mtsho,,བློ་བཟང་ལེགས་བཤད་རྒྱ་མཚོ།,,,
11839,P9066,,dkon mchog don ldan,bo-x-ewts,,dkon mchog don ldan,དཀོན་མཆོག་དོན་ལྡན།,,0,,,,0,,,M,dkon mchog don ldan,dkon mchog don ldan,,དཀོན་མཆོག་དོན་ལྡན།,,,
11840,P9067,,jigs med don grub,bo-x-ewts,,jigs med don grub,འཇིགས་མེད་དོན་གྲུབ།,,0,,,,0,,,M,jigs med don grub,jigs med don grub,,འཇིགས་མེད་དོན་གྲུབ།,,,
11841,P9068,,bsod nams dbang mo,bo-x-ewts,,bsod nams dbang mo,བསོད་ནམས་དབང་མོ།,,0,,,,0,,,F,bsod nams dbang mo,bsod nams dbang mo,,བསོད་ནམས་དབང་མོ།,,,
11842,P9069,,mthu stobs dpal 'byor,bo-x-ewts,,mthu stobs dpal 'byor,མཐུ་སྟོབས་དཔལ་འབྱོར།,,0,,,,0,,,M,mthu stobs dpal 'byor,mthu stobs dpal 'byor,,མཐུ་སྟོབས་དཔལ་འབྱོར།,,,
11843,P907,,a skya,bo-x-ewts,,a skya,ཨ་སྐྱ།,,0,,,,0,,,M,a skya,a skya,,ཨ་སྐྱ།,,,
11844,P9070,,seng+ge rgyal mtshan,bo-x-ewts,,seng+ge rgyal mtshan,སེངྒེ་རྒྱལ་མཚན།,,0,,,,0,,,M,seng+ge rgyal mtshan,seng+ge rgyal mtshan,,སེངྒེ་རྒྱལ་མཚན།,,,
11845,P9071,,bkra shis don 'grub,bo-x-ewts,,bkra shis don 'grub,བཀྲ་ཤིས་དོན་འགྲུབ།,,0,,,,0,,,M,bkra shis don 'grub,bkra shis don 'grub,,བཀྲ་ཤིས་དོན་འགྲུབ།,,,
11846,P9072,,ye shes grags pa dpal bzang po,bo-x-ewts,,ye shes grags pa dpal bzang po,ཡེ་ཤེས་གྲགས་པ་དཔལ་བཟང་པོ།,,0,,,,0,,,M,ye shes grags pa dpal bzang po,ye shes grags pa dpal bzang po,,ཡེ་ཤེས་གྲགས་པ་དཔལ་བཟང་པོ།,,,
11847,P9073,,skal bzang bde skyong bu khrid,bo-x-ewts,,skal bzang bde skyong bu khrid,སྐལ་བཟང་བདེ་སྐྱོང་བུ་ཁྲིད།,,0,,,,0,,,F,skal bzang bde skyong bu khrid,skal bzang bde skyong bu khrid,,སྐལ་བཟང་བདེ་སྐྱོང་བུ་ཁྲིད།,,,
11848,P9074,,bstan 'dzin rgyal mtshan,bo-x-ewts,,bstan 'dzin rgyal mtshan,བསྟན་འཛིན་རྒྱལ་མཚན།,,0,,,,0,,,M,bstan 'dzin rgyal mtshan,bstan 'dzin rgyal mtshan,,བསྟན་འཛིན་རྒྱལ་མཚན།,,,
11849,P9075,,kun dga' 'phrin las,bo-x-ewts,,kun dga' 'phrin las,ཀུན་དགའ་འཕྲིན་ལས།,,0,,,,0,,,M,kun dga' 'phrin las,kun dga' 'phrin las,,ཀུན་དགའ་འཕྲིན་ལས།,,,
11850,P9076,,sangs rgyas dbang phyug,bo-x-ewts,,sangs rgyas dbang phyug,སངས་རྒྱས་དབང་ཕྱུག།,,0,,,,0,,,M,sangs rgyas dbang phyug,sangs rgyas dbang phyug,,སངས་རྒྱས་དབང་ཕྱུག།,,,
11851,P9077,,bsod nams rgyal mtshan,bo-x-ewts,,bsod nams rgyal mtshan,བསོད་ནམས་རྒྱལ་མཚན།,,0,,,,0,,,M,bsod nams rgyal mtshan,bsod nams rgyal mtshan,,བསོད་ནམས་རྒྱལ་མཚན།,,,
11852,P9078,,sangs rgyas bzang po,bo-x-ewts,,sangs rgyas bzang po,སངས་རྒྱས་བཟང་པོ།,,0,,,,0,,,M,sangs rgyas bzang po,sangs rgyas bzang po,,སངས་རྒྱས་བཟང་པོ།,,,
11853,P9079,,bkra shis yar 'phel,bo-x-ewts,,bkra shis yar 'phel,བཀྲ་ཤིས་ཡར་འཕེལ།,,0,,,,0,,,M,bkra shis yar 'phel,bkra shis yar 'phel,,བཀྲ་ཤིས་ཡར་འཕེལ།,,,
11854,P908,,klu skyid,bo-x-ewts,,klu skyid,ཀླུ་སྐྱིད།,,0,,,,0,,,F,klu skyid,klu skyid,,ཀླུ་སྐྱིད།,,,
11855,P9080,,yon tan rgya mtsho,bo-x-ewts,,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,,0,,,,0,,,M,yon tan rgya mtsho,yon tan rgya mtsho,,ཡོན་ཏན་རྒྱ་མཚོ།,,,
11856,P9081,,jam dbyangs kun dga' bstan 'dzin,bo-x-ewts,,jam dbyangs kun dga' bstan 'dzin,འཇམ་དབྱངས་ཀུན་དགའ་བསྟན་འཛིན།,,0,,,,0,,,M,jam dbyangs kun dga' bstan 'dzin,jam dbyangs kun dga' bstan 'dzin,,འཇམ་དབྱངས་ཀུན་དགའ་བསྟན་འཛིན།,,,
11857,P9082,,ngag dbang chos grags,bo-x-ewts,,ngag dbang chos grags,ངག་དབང་ཆོས་གྲགས།,,0,,,,0,,,M,ngag dbang chos grags,ngag dbang chos grags,,ངག་དབང་ཆོས་གྲགས།,,,
11858,P9083,,chos bkra shis,bo-x-ewts,,chos bkra shis,ཆོས་བཀྲ་ཤིས།,,0,,,,0,,,M,chos bkra shis,chos bkra shis,,ཆོས་བཀྲ་ཤིས།,,,
11859,P9084,,mthu stobs dbang rgyal,bo-x-ewts,,mthu stobs dbang rgyal,མཐུ་སྟོབས་དབང་རྒྱལ།,,0,,,,0,,,M,mthu stobs dbang rgyal,mthu stobs dbang rgyal,,མཐུ་སྟོབས་དབང་རྒྱལ།,,,
