Name,TOL ID,Wylie,Tibetan,Chinese,En Name Variants,Wylie Name Variants,Tibetan Name Variants,Family Type Id,Family Type,Family Type Wylie,Family Type Tibetan,Family Type Chinese,Lhasa Aristocracy Type English,Lhasa Aristocracy Type Wylie,Lhasa Aristocracy Type Tibetan,Lhasa Aristocracy Type Chinese,Description,BDRC ID,Members
Horkhang,TOL1643,hor khang,ཧོར་ཁང་།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,,,,,"<p>
	The Horkhang family traces its lineage to a Hor Karpo (Tsagaan Mongol, meaning &quot;white Mongol&quot;), the eldest son of a Oirat Taiji (&quot;Mongol chief&quot;) in around Barta near Tibet's northern region. The chief had fled China and settled in Inner Mongolia following the fall of the Yuan Empire in 1368. When the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_P37"">Fifth Dalai Lama</a> assumed leadership over Tibet, the descendants of Hor Karpo arrived in Lhasa with other local chieftains to felicitate the Dalai Lama. In Lhasa, they built a house known as <a href=""/geographies/view/Hor-Khangsar/TBRC_G2CN10932"">Hor Khangsar</a>, meaning the &quot;new Mongol house.&quot; The family received an estate house with around twenty tenants or peasant families from the Fifth Dalai Lama. The possession of estates helped the family present itself as a Ger (<em>sger</em>, loosely equivalent to a baron or tenant-in-chief). Despite the honor received, the actual Tibetan ennoblement as <em>kutrak</em> (<em>sku drag</em>, aristocrat) came through intermarriage. When the family bore no sons in the early eighteenth century, it brought in three younger brothers of <a href=""/biographies/view/Polhane-Sonam-Tobgye/TBRC_P346"">Polhane Sonam Tobgye</a> as grooms, which not only elevated their standing in Lhasa but also tipped the family more towards a Tibetan ethnic identity. The Horkhang manor gradually began to enroll its members in the Tibetan Ganden Podrang government, with some holding the high title of jasagh, a ranked nobleman in the Manchu imperial system.</p>",C44,2424
Kyitopa,TOL1328,skyid stod pa,སྐྱིད་སྟོད་པ།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,,,,,"<p>
	Kyitopa, a Kudrak family, first entered the higher strata of Tibetan government when Kyitod Sonam Puntsok was appointed the Governor of Western Tibet (To Garpon) in 1751. According to Petech, the estates were assumed by the Rampa family at some point when there were no remaining heirs.</p>",C16,
Lhagyari,TOL1076,lha rgya ri,ལྷ་རྒྱ་རི།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Depon,de dpon,དེ་དཔོན།,,"<p>
	The Lhagyari is a prominent family that descends from the ancient Yarlung emperors, through the line of <a href=""/biographies/view/Osung/TBRC_P8LS13668"">Osung</a>, the son of King <a href=""/biographies/view/Tri-Udumtsen/TBRC_P2MS13219"">Tri Udumtsen</a> also known as Langdarma. In the twelfth and thirteenth centuries, the ancestors of the Lhagyari family settled in Eyul in Lhokha, became local rulers and established the family seat at <a href=""/geographies/view/Gyari-Castle/TBRC_G1TD16"">Gyari Castle</a>. During the Ganden Podrang period, the Lhagyari family was categorized as one of five Depon families, a rank of aristocracy that was second only to the Yabzhi families of the Dalai Lamas. The title of Lhagyari traditionally passes down in an investiture ceremony to the eldest son. They are also known as E Lhagyari. </p>",C12,11796; 12865; 13534; 13535; 13536; 13537; 13538; 13539; 13541; 13542; 13543; 13558; 13559; 13560; 13561; 13562; 13563; 13564
Marlampa,TOL1584,rmar lam pa,རྨར་ལམ་པ།,,,smar lam pa,སྨར་ལམ་པ།,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Gerpa; Midrak,mi drag; sger pa,མི་དྲག།; སྒེར་པ།,,"<p>
	Marlampa was one of five Gerpa families of Nyemo located to the west of Lhasa. Around sixty families lived at their estate. These families were a mixture of owners and lessees of their land, which was used for growing a variety of foods, as well as for grazing of livestock such as sheep, cows, yak and dzo. As several members were cabinet ministers, they also had a house in Lhasa in the Tromsikhang neighborhood. The family were patrons of <a href=""/geographies/view/Gyelje-Monastery/TBRC_G3255"">Gyelje Monastery</a> (rgyal byed dgon). </p>",,13724
Sadutshang,TOL1063,sa 'du tshang,ས་འདུ་ཚང་།,,Sadutsang,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,,,,,"<p>
        A trading family from Kandze that became one of the most successful family firms of Tibet in the twentieth century. The family's main business was exporting Tibetan wool and importing Indian and foreign goods. Their base in Lhasa was the <a href=""http://treasuryoflives.org/geographies/view/Sadutshang-Manor-House/TBRC_G1TD20"">Sadutshang Manor House</a>, which they bought from the Khyungrampa family, in the Banak Zhol neighborhood. When <a href=""http://treasuryoflives.org/biographies/view/Rinchen-Sadutshang/TBRC_P1TD17"">Rinchen Sadutshang</a> entered Tibetan government service in 1948 as an official of the fifth rank, the family was effectively ennobled as only Tibetan nobility could serve in the government.</p>",C1TD19,13545; 13546; 13548; 13549
Shatra,TOL1495,bshad sgra,བཤད་སྒྲ།,,,bshad grwa,བཤད་གྲྭ།,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,,,,,"<p>
	The Shatra Wokpa (bshad sgra 'og pa) family traces its history back at least to the time of the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_P37"">Fifth Dalai Lama</a>. The name, which was originally Shara Worpa (sha ra 'or pa), taken from a a reliquary of the eleventh-century Kadampa master <a href=""/biographies/view/Shara-Yonten-Drak/TBRC_P1405"">Shara Yonten Drak</a>, was the name of an estate at the foot of the hill on which Ganden Monastery sits. It appears that the influence, if not the family line, died out duing the seventeenth and eighteenth centuries, and was founded anew in 1751 during a land redistribution. The first prominent member was <a href=""/biographies/view/Shatra-Wokpa-Kinga-Peljor/TBRC_P8LS3949"">Shatra Wokpa Kinga Peljor</a>, who served in the military during the Gorkha War and rose to the rank of kalon. The family's <a href=""/geographies/view/manor/TBRC_TOL902"">manor</a> in Lhasa was converted to a hotel in 2010.</p>
<p>
	 </p>",C42,9301
Surkhang,TOL1047,zur khang,ཟུར་ཁང་།,,Zurkhang,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Gerpa; Midrak,mi drag; sger pa,མི་དྲག།; སྒེར་པ།,,"<p>
        The Surkhangs were an important Lhasa family with members in prominent government posts. They were from the midrak (mi drag) rank of aristocracy. The family originally came from Ladakh and settled in Lhasa during the time of the <a href=""/biographies/view/Seventh-Dalai-Lama-Kelzang-Gyatso/TBRC_P179"">Seventh Dalai Lama Kelzang Gyatso</a>, who gave them an estate. One explanation for the family's name is that when they came to Lhasa, they lived near the corner of the <a href=""/geographies/view/Jokhang/TBRC_G4261"">Jokhang</a> (jo khang) and people began to call them Surkhang, that is, 'corner house.' <a href=""/biographies/view/Surkhang-Wangchen-Gelek/TBRC_P1165"">Surkhang Wangchen Gelek</a>, an influential Kalon of the 1940s and 1950s, was from the Surkhang family. The family residence, <a href=""/geographies/view/Surkhang-House/TBRC_G1062 "">Surkhang House</a>, was demolished in 1993. </p>",C38,2423; 11790; 11798
Tsarong,TOL1132,tsha rong,ཚ་རོང་།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Yabzhi,yab gzhis,ཡབ་གཞིས།,,"<p>
	Originally from Sakya, the aristocratic Tsarong family claims descent from the famous medical master Yutok Yonten Gonpo. In the early 1910s, <a href=""/biographies/view/Tsarong-Dasang-Damdul,/TBRC_P5410"">Tsarong Dasang Damdul,</a> would become the Commander in Chief of the Tibetan army, married into the Tsarong family and built it into one of the great trading families of Tibet.</p>",C35,2424; 7929; 9305; 13583; 13625; 13708
Yabzhi Langdun,TOL930,yab gzhis glang mdun,ཡབ་གཞིས་གླང་མདུན་།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Yabzhi,yab gzhis,ཡབ་གཞིས།,,"<p>
	Yabzhi Langdun refers to the family members of the <a href=""/biographies/view/Thirteenth-Dalai-Lama,-Tubten-Gyatso/TBRC_P197"">Thirteenth Dalai Lama, Tubten Gyatso</a>. The custom of granting Yabzhi status to families of the Dalai Lamas began during the time of the <a href=""/biographies/view/Seventh-Dalai-Lama,-Kelzang-Gyatso/TBRC_P179"">Seventh Dalai Lama, Kelzang Gyatso</a>. The head of each Yabzhi, usually the Dalai Lama's father, was ennobled with a title and granted an estate. Yabzhi Langdun was named for Tubten Gyatso's hometown of Langdun in Dakpo, where his father, <a href=""/biographies/view/Kunga-Rinchen/TBRC_P6680"">Kunga Rinchen</a>, had been a farmer prior to his son's recognition.</p>",C1,9287; 9289; 13722
Yabzhi Lhalu (earlier),TOL933,yab gzhis lha klu,ཡབ་གཞིས་ལྷ་ཀླུ།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Yabzhi,yab gzhis,ཡབ་གཞིས།,,"<p>
	The earlier Yabzhi Lhalu refers to the family of the <a href=""/biographies/view/Eighth-Dalai-Lama,-Jampel-Gyatso/TBRC_P109"">Eighth Dalai Lama, Jampel Gyatso</a>. The family was ennobled with Yabzhi status, according to the custom that began with the recognition of the <a href=""/biographies/view/Seventh-Dalai-Lama,-Kelzang-Gyatso/TBRC_P179"">Seventh Dalai Lama, Kelzang Gyatso</a>. They took the title of Yabzhi Lhalu, named for the mansion near Lhasa they were given as their residence. A <a href=""/communities/view/later-Yabzhi-Lhalu/TBRC_C7"">later Yabzhi Lhalu</a> family arose in the nineteenth century, comprised of relatives of the <a href=""/biographies/view/Twelfth-Dalai-Lama,-Trinle-Gyatso/TBRC_P244"">Twelfth Dalai Lama, Trinle Gyatso</a>, who were granted the estate of the previous Lhalu family, became allied through marriage, and took their house name.</p>",C6,13428
Yabzhi Lhalu (later),TOL940,yab gzhis lha klu,ཡབ་གཞིས་ལྷ་ཀླུ།,,,lha klu dga' tshal,ལྷ་ཀླུ་དགའ་ཚལ།,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Yabzhi,yab gzhis,ཡབ་གཞིས།,,"<p>
	The later Yabzhi Yutok refers to the family of the<a href=""/biographies/view/-Twelfth-Dalai-Lama,-Trinle-Gyatso/TBRC_P244""> Twelfth Dalai Lama, Trinle Gyatso</a>, whose father, <a href=""/biographies/view/Puntsok-Tsewang/TBRC_P2LS179"">Puntsok Tsewang</a>, was named head of the house. Instead of granting Puntsok Tsewang and his relatives their own estate, the government fostered an alliance with the <a href=""/communities/view/the-earlier-Lhalu/TBRC_C6"">earlier Lhalu</a> family, ennobled when their son was installed as the <a href=""/biographies/view/Eighth-Dalai-Lama/TBRC_P109"">Eighth Dalai Lama</a>. This prevented the government from having to allot an estate to a newly created Yabzhi family. The later Lhalu family were given the estate of the previous Lhalu family and they were also allied through marriage.</p>",C7,13427
Yabzhi Punkhang,TOL931,yab gzhi phun khang,ཡབ་གཞི་ཕུན་ཁང་།,,,phun tshogs khang gsar,ཕུན་ཚོགས་ཁང་གསར།,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Yabzhi,yab gzhis,ཡབ་གཞིས།,,"<p>
	Yabzhi Punkhang refers to the family members of the <a href=""/biographies/view/Eleventh-Dalai-Lama,-Khedrub-Gyatso/TBRC_P255"">Eleventh Dalai Lama, Khedrub Gyatso</a>. The custom of granting Yabzhi status to families of the Dalai Lamas began during the time of the <a href=""/biographies/view/Seventh-Dalai-Lama,-Kelzang-Gyatso/TBRC_P179"">Seventh Dalai Lama, Kelzang Gyatso</a>. 1845, the Punkhang  estate near Trandruk in the Yarlung valley was granted to the ennobled family, and <a href=""/biographies/view/Kontse-Tsewang-Dondrub/TBRC_P2LS150"">Kontse Tsewang Dondrub</a> became the head of Yabzhi Punkhang, known also as Puntsok Khangsar. The<a href=""/geographies/view/-Punkhang-Manor-House/TBRC_G2CN10939""> Punkhang Manor House</a> was the Lhasa residence of the family.</p>",C2,13425
Yabzhi Sampo,TOL691,yab gzhis bsam pho,ཡབ་གཞིས་བསམ་ཕོ་།,,Yabzhi Sampho; Samdrub Podrang,sam grub pho brang,སམ་གྲུབ་ཕོ་བྲང་།,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Yabzhi,yab gzhis,ཡབ་གཞིས།,,"<p>
	The Yabzhi Samdrub Podrang, or Sampo, took their name from their palace Samdrub Podrang in the Zangri Valley which was built in the eighteenth century by Sonam Dargye, the father of the <a href=""/biographies/view/Seventh-Dalai-Lama/TBRC_P179"">Seventh Dalai Lama</a>, and his son <a href=""/biographies/view/Kunga-Tendzin/TBRC_P2LS162"">Kunga Tendzin</a>. The family of the Seventh Dalai Lama was the first to be granted <em>Yabzhi</em> (<em>yab gzhis</em>) status by the Qing court; this status would henceforth be given to families of the Dalai Lamas along with an estate. As Yabzhi Sampho, they were ennobled to the highest rank of Tibetan aristocracy. In Lhasa, the Sampo family built a three storey stone building in the Jokhang area in 1880 which became known as the Sampo Zimshag or the Sampo Manor House. </p>",C5,13226
Yabzhi Yuthok,TOL932,yab gzhis g.yu thog,ཡབ་གཞིས་གཡུ་ཐོག།,,,,,689,Lhasa Aristocracy,sku drag nang mi,སྐུ་དྲག་ནང་མི།,卫藏贵族,Yabzhi,yab gzhis,ཡབ་གཞིས།,,"<p>
	Yabzhi Yuthok refers to the family of the <a href=""/biographies/view/Tenth-Dalai-Lama,-Tsultrim-Gyatso/TBRC_P260"">Tenth Dalai Lama, Tsultrim Gyatso</a>. Yabzhi status was granted to families of the Dalai Lamas, a tradition beginning with the family of the <a href=""/biographies/view/Seventh-Dalai-Lama,-Kelzang-Gyatso/TBRC_P179"">Seventh Dalai Lama, Kelzang Gyatso</a>. When Lobzang Nyendrak died, his younger son, <a href=""/biographies/view/Kelzang-Puntsok/TBRC_P2LS154"">Kelzang Puntsok</a>, succeeded him as head of the family and inherited his titles. In 1925, he was granted the Yuthok estate in Lhasa, which formerly belonged to the Bumtang family. The family, thus ennobled, became known as Yabzhi Yuthok. </p>",C4,9333; 11798; 13426
